source_text;target_text
os guardadores de cabra querem visitar seu senhor;sygûasumé rerekoara oîosu-potá o îara
ficando a esperar ansiosamente a morte korikorinhẽa'ub 'ara repîaki, eu desejo logo ver o dia, ficando ansioso por ele;te'õ moanhẽ-anhẽmo
homem muito entendido;abá-tekokugûá-katu
depois disso, o cauim transbordante nas igaçabas os atrai;ygasápe kaûĩ-tuîa, a'e ré, îamomotá
por que o coloca nos nossos pés?;mba'erama resépe i nongi asé pype?
eis que também minhas presas hei de dar algumas para você, para que quebre suas cabeças;kobé xe rembiaretá t'ame'ẽne amõ endébo, i akanga t'ereîoká
sobre grelhas de moquear, de ferro, assaram-no;moka'ẽ itá îurá 'arybo sesyri
enxada de ferro;itá-syra
o que será que a gente detestará?;mba'epe asé ogûeroŷrõ ra'ene?
você crê que o pajé ruim é o que tem o dom dos prodígios?;ererobîápe paîé-aíba mosangyîaramo sekó?
hei de ir junto de você, hoje, para comer aqueles reis;t'asó nde pyri, kori, aîpó tubixaba gûabo
observei-o;asepîakatu
como um pobre, tomou a casa dos animais de criação como sua pousada;mba'eîare'yma îabé so'o mimbaba roka ogûâr og upabamo
untei as penas nele;asá-mongy
taquari e tapera, que está diante dela, acreditam em mim;takûary, sobaîygûara, tapera, xe rerobîá
mostra-se com firmeza, está fixo;ten e'i
você teve palavras muito resmungonas?;nde nhe'ẽ-kuru-kurukype?
que não deixem de crer em mim;ta xe rerobîapo'ir umẽ
devemos nos ajudar um ao outro para criarmos nossos filhos;t'oroîopytybõne oré poromonhangagûera mongakuapa
contar aos homens sobre a futura felicidade deles;abá supé sekokatusagûama mombe'u
os que não são escondidos perdoam bem a eles;i kuakubypyre'yma i nhyrõngatu i xupé
está incomodando as pessoas, confundindo as aldeias;oporomoaîu oîkóbo taba moapaîugûá-îugûabo
imaginai, ó meus filhinhos, imaginem que estão deitados em sua morte;peîmo'ang ra'u xe ra'yrĩ gûé, peîmo'ang pe re'õ pupé pe ruba
tirei faísca dele;aîmoendyîab
você dorme, guaixará?;ereképe, gûaîxará?
fazendo-os levantar imediatamente;i mopu'ama kûeîeténe
se o sol faz as pessoas terem muita sede, tanto mais, estando no fogo, as pessoas desejam beber;kûarasy abiã oporomo'y'useî-eté, memetaé tatápe oína abá o'useî-etéramo
meu quinhão é você!;xe potaba nde!
chego ao fogo;arobyk tatá
que estejam os chefes e os moçacaras junto a mim;morubixá, mosakara, t'e'i ixébo!
tragamo-lo!;t'iru! ou iru!
eu também danço com meus parentes;xe abé xe anametá aroporaseî
movi-o;aîmomỹî
peço a Deus por minha virtude;aîeruré tupã supé xe angaturãgûama resé
quando ele diz algo sobre o bom proceder de nossa alma;asé 'anga tekokaturama resé marã i 'ereme
são maus estes teus servos, não me tratam bem;i angaîpá kó nde boîá, na xe rerekó-katuî
no ventre de uma moça gerando-se como uma criança;kunhãmuku rygépe pitangamo onhemonhanga
muito bem, eis que aqui estou, trazendo para você estes siris;auîebeté kó aîkó, ndébo ko siri reru
nado;a'ytab
eu sou covarde;xe abang
foram de novo alguns soldados para quebrar as pernas daqueles dois ladrões;osó bé amõ maranaritekoara a'e mokõî mondá retymã mopena
com cravos espetando suas mãos, pregando-as;itapygûá pupé i pó kutuka, i moîá
encalhei a canoa;aîmoîar ygara
onde deixou os outros?;umãmepe amoaé reîari?
roí-o;aîakarãî
estou cansado, estou com sono!;xe pûeraî, xe ropesyî!
nem por isso se importa com o resgate de seus antigos pecados;ndaeroîaî o ekoangaîpagûera repyme'engagûama resé o putupabamo
você teve relações com uma virgem também?;ereîkópe kûare'ymano resé?
é um modo de assustar o diabo;anhanga mosykyîaba
sobram a você galinhas e porcos;nde resemõ arinhama, taîasu
não o teríamos trazido a você se ele não tivesse pecado;n'orogûeruri xûémo ndebe i angaîpabe'ỹmemo
eu sou aleijado;xe apar
o jejum difere de não comer carne;îekuakuba oîkoé so'o gûabe'yma suí
ai! por acaso é o Lourenço tostado?;kaî! rorẽ-ka'ẽ-piã?
você lançou algum menino sobre você por desejo sensual?;ereîtykype kunumĩ amõ nde 'arybo moropotara suí?
ocupe-me você;xe pûaî îepé
a que mata seu marido;o mena îukasara
eu sou grosseirão;xe aíbusu
uniu-se a nós;îandé ri oîese'a
que vocês tenham medo disso;ta pesykyîé ianga suí
você tem polução?;nde purepukype?
roga a Deus por nós, os que somos pecadores;etupãmongetá oré i angaîpaba'e resé
como Deus fará com os que os cumprem?;marãpe tupã i moposara rerekóûne?
assim dizem sempre;nã e'i memẽ îepi
ataquemo-los, prendamo-los antes que se consolem;îasepenhan, îaîpysyk i apysyk' e'ymebé
afirmamos que isso é o que deve ser festejado;îaîmombe'u aîpó i momorangymbyra
vamos ver se vem!;tera'umo ou!
basta! não me desperte!;aûîé! teumẽ xe mombaka!
"vêm em vão para me afastar os ditos ""padres""";"oú tenhẽ xe pe'abo ""abaré"" 'îaba"
por quantas coisas a gente pede?;mboby mba'e resépe asé îeruréû?
que habitante do mundo há como você?;abápe 'ara pora oîkó nde îabé?
então também as almas de todos os que morreram virão quando forem chamadas;a'ereme bé opá omanõba'epûera 'angûera ruri o enõîndápe
com água nos molham a cabeça;y pupé asé 'apiramõû
cortei-lhe o prepúcio;aî'amopikytĩ
é aparência, somente, este mundo falso;a'uba nhote ikó 'ara'uba
nem sequer um só homem pode livrar-se da morte;oîepé tiruã abá nd'e'ikatuî oîepysyrõmo te'õ suí
percebendo que a morte sucederia a si;o îoesé te'õ 'aragûama andupa
meu senhor te mata;pe îuká xe îara
você imitou os homens maus?;eresa'angype abá-memûã?
importuna-me bem, irritando-me muitíssimo, aquela lei nova;xe moaîu-marangatu, xe moŷrõetekatûabo, aîpó tekó-pysasu
esse é o que eu flechei?;akó xe remiybõmbûera?
onde ele mora?;umãmepe sekóû?
curral dos porcos;taîasu rokaîa
eu estava mesmo me esquecendo e não querendo omiti-lo;xe resaraî é gûitekóbo, n'aseîá-potá ruã!
lembrando nós;îandé ma'enduaramo
bebendo cauim só o suficiente;oîakatu nhote okagûabo-eté
raiz fedorenta, saporema, doença que ataca as plantas;sapó-rema
hei de frequentar ibioca, revirarei também itaoca e, enfim, jupaoguaó;ybyoka asapekóne, itaoka abé aîpobu, rumby, îupaogûaóne
reprimir o desejo de coisas más;mba'e-aí-potara renonhena
coisa mirrada ou muito seca;tining-atã
ele estava nu, cobrindo-o sua própria mãe com seu véu;i katupenhẽ, i xy aé ipó opîá o akangaobĩ pupé
filhote de cachorro;îagûara'yra
muito bem! que venha!;aûîebeté! t'oú!
arranca de minha casa a poeira dos pés;eîpy-tybyrok xe roka
não sei se morrerei nesta noite que surgirá;n'aîkuabi ikó pytuna o'aba'erama pupé xe re'õnama
os homens o reconheceram como deus verdadeiro?;abá tupãetéramo sekokuabi?
ele sempre vai;memẽ nhẽ i xóû îepi
tinjo as pernas;aîpitupuku
vem para derrotar meus inimigos;eîori xe sumarã reîtyka
ele tomou os traços dos olhos de seu pai;og uba resá ahẽ ogûar
pelo chão também escorreu seu sangue?;yby rupi bépe sugûy syryki?
muito longe;apûé-katu
muitíssimas coisas más eles acharão;mba'e-memûãngatupabẽ resé i îekosubyne
dificultando a primeira menstruação;nhemondîara mo'ybatatãmo
qual é a causa da sujeira de nossa alma?;mba'epe asé 'anga ky'asabamo?
bem feito que adoeceu!;iîá omba'easyramo!
estrutura de cume, cumieira;apyrytá
filhos de quem eram esses?;abá ra'yrape ûĩ?!
enfim de volta!;irõ bé!
esse homem e sua esposa gastaram todas as suas riquezas.;kó abá semirekó abé opá o mba'e mombabi
estou.;aîmẽ
para que possamos bem pagar a transgressão da palavra de Deus.;tupã nhe'engabŷagûera îandé i moepykatûagûama resé
trouxe todos.;aru-pab
vamos pelo seu caminho.;t'îasó sapépe
mas não iríamos para o céu se ele não morresse?;nd'îasóî xûé-tepemo ybakype se'õe'ỹmemo?
como sem você.;amba'e-'u nde suí
não havia nenhuma pessoa que se compadecesse dele?;nd'oîkóîpe abá amõ i poreaûsuberekosaramo?
ah, tomara que eu esconda as boas coisas dele.;anhomim temõ i mba'e-katu mã!
eu tenho fôlego longo.;xe pytu-muku
com algum neto seu ninguém pode se casar.;o emiarirõ amõ resé nd'e'ikatuî abá omendá
eu sou amarelo.;i îub - ele é amarelo xe îub
que ele fique dentro de vocês como fica com seu estado de feto no ventre de sua mãe.;o sy rygépe o pitanga reropytá îabé, t'opytá pe pupé
era bela, outrora, miaí, minha antiga região.;i porang, erimba'e, mia'y, xe retãmbûera
tomara que eu não fosse.;na xe ruã-eté ikó mã
outrora, passando por cima dela, eu fui a causa de você agir.;akûeîme, i apyrasapa, xe nde moingosaba é
em suas mãos, sentando-se, vai o menino, consolando você.;nde pópe ogûapyka, osó kunumĩ nde moapysyka
verdadeira estância de Deus, filha de Deus.;tupã rendabeté, tupã raîyra
fazendo nosso pai primeiro casar com nossa mãe primeira.;îandé rubypy momendá îandé sy-ypy resé
você é um nenenzinho.;pitangĩnamo ereîkó
caí doente.;xe mba'easy-'ar
cobrindo-o com seu véu.;opîá o akangaobĩ pupé
eu estou úmido.;xe ryby'y
feriu alguém também?;ereî'apixabype amõno?
em seu ventre Deus tomou seu próprio corpo.;sygépe o eterama tupã tari
desencontramo-nos.;oroîopynekûab
ah, vai me beliscar hoje!;xe pixã korine, mã!
nem cruzei as palmas das mãos.;n'aîasabi pó-pytera
eu estou ricamente vestido com roupas;xe aó-mondé-matueté
confesse bem a nós que você é o filho de Deus;eîmombe'u-katu tupã ra'yramo nde rekó orébe
verdadeiramente, eis aqui seu caminho, o que você procura;anheté, kó nde rapé, a'e nde remiekara
de costume, eu não ando a essas horas;sekoabanhẽ nãnyme xe gûatae'ym
mas eis que minha alma não está aflita;xe 'anga-t'iã n'i marani
para onde a multidão numerosíssima levou nosso Senhor da casa de Caifás após o amanhecer?;mamõpe erimba'e te'yî-katupabẽ îandé îara rerasóû kaiphás roka suí ko'em'iré?
o que é temido;iî abaeteba'e
como disse nosso Senhor para quem esbofeteou seu rosto?;marã e'ipe îandé îara og obá petekarûera supé?
eu estou mancando;xe parĩ
não estou acostumado;n'abîari
para uma grande escuridão, na verdade, iriam;pytunusupe émo i xóûmo
fiz todos os jejuns;aîá pá îekuakuba
esse somente é, de fato, seu nome?;aîpó nhõ-pipó nde rera?
então já estava São João Batista no ventre de sua mãe;a'ereme oín uman são joão batista o sy rygépe
ah, mas como me importuna o fedor dele!;xe moaîu-te i nema mã!
acendemos o fogo;tatá îaîmondyk
eu sou mestre;morombo'esara ixé
você quer comer farinha puba?;ereî'useîpe u'i-puba?
mas quem, outrora, como suas coisas os índios deu?;abá-tepe, erimba'e, pe mba'erama resé apŷaba me'enga'ubi?
você ameaçou alguém?;ereîmomburupe amõ?
ficando a aumentar seu temor também;nde nheangûaba bé irumõ-rumõmo
vida eterna;tekobé-apyrasye'yma
eu sou novo;xe pysasu
ele caminharia conosco;a'emo îandé resé i atarimo
se alguém escondesse os atos passados uma só vez, Deus não perdoaria;oîkuakumo amõ abá tekopûera oîepé'ĩ nhõmo, tupana n'i nhyrõî xómo
é, totalmente, uma comida de morte;te'õ remi'u pabẽ
meu Senhor!;xe 'a!
a mãe de Deus está sabendo de todas as coisas;tupã sy opabenhẽ mba'e oîkuab oîkóbo
elas, certamente, são más;a'e, rakó, i angaîpá
eu tenho usagre;xe 'apiraíb
eu me encolho;aîeapûapyk
eu arruinei a todos;aîmomoxy pabenhẽ
vencedora;moroîtykara
a criança certamente morreria de mim após eu querer comer caça;omanõ îepémo pitanga xe suí ixé so'o 'useî tenhẽ roîrémo re'ĩ
eu bocejei;aîeîurupirar
ouvindo missa nos dias que devem ser honrados;ara i momba'etepyra pupé missa rendupa
onde tatapitera? onde caumondá?;umãpe tatapytera? umãpe ka'umondá?
eu parti dele, para que não cortem vocês em pedaços!;pepo'i i xuí, aîpó n'opoasyk-asykabi
daí, desse lugar;eboûĩ suí
por que a gente também a assinala em sua boca?;marãnamope asé o îurupe sa'angino?
talvez seja o anjo, guardião verdadeiro desta aldeia;-karaibebé serã, kó taba rarõaneté
eu arruinei a todos, fazendo-os roubar também;aîmomoxy pabenhẽ, i momondarõmo bé
eu estou amontoado;xe rapûá
eu levo-o junto de mim;arasó xe apyri
eu fico à espera dele, eu fico no caminho dele;aîpiarõ
pensem que, algum dia, a morte virá mesmo para bater em suas portas, surpreendendo vocês;penheangerekó amõ 'ara pupé te'õ pe rokena motaka turagûama resé é pe pokosupa
eu tenho o interior das pálpebras trêmulo;xe ropé-py-sysyî
um pouco mais para cá;kybõ-ngoty-pyryb
que vocês aumentem o amor a Deus neste mundo;ikó 'ara pupé tupã raûsubagûera ta pemoîoapyr
por amar muito suas almas, como seus discípulos tomaram vocês;pe 'anga raûsukatûápe, o boîáramo pe rari
ele se revelou somente a eles, alegrando-os;oîepîakukar i xupé nhõ i moesãîa
hoje mesmo eu hei de fazer você ir;kori é t'oromondóne
santa Maria é o seu nome;"""santa maria"" sera"
como os soldados que o agarravam trataram-no, então?;marãpe gûarinĩetá i pysykara serekóû a'ereme?
este é o máximo;kó-tene i îaeté
eu fiquei esfregando-o com gordura;aîkyty-kytyk mba'e-kagûera pupé
você trouxe seu fumo?;ererupe nde petyma?
pele esfolada, fora da carne;pirûera
os cadáveres estavam lado a lado, ao longo do mar;o îoybyri se'õmbûera paranã ybyri i kûáî
segundo a vontade de Deus;tupã remimotara rupi
o laço está preso, o pássaro é que vai dentro dele, caindo;îusana oĩ nhote gûyrá aé osó i pupé, o'á
licor de mangaba;mangaby
ele passou diante de Ilhéus;nhoesembé robabo i kûáî
mataram erradamente a fulano em lugar do assassino;ahẽ morapitîarûera tatenhẽ anhẽ ybŷá oîuká
todos os meus pelos se arrepiaram;opá xe raba bybyri
não se cansam de rezar a Deus;n'oîeruré-pytubari tupã supé
São João, criancinha, estando no ventre, ao perceber sua vinda, ficou saltando;são joão pitangĩ, tygépe o endápe, nde rura andupápe, o por-oporĩ
cumpri minha palavra;aîmopor xe nhe'enga
não me desterre você;xe pe'a umẽ îepé
todos os habitantes da terra foram destruídos com um dilúvio;opab erimba'e yby pora 'yporu pupé i mokanhemi
eu sou risonho;xe pukasûer
eu tinha o pescoço caído;xe aîurar
aguço a ponta dela;asapûá-mobyr
sejamos bons para aqueles homens;t'i marangatu apó abá pé
confiamos em você;oroîerobîá nde ri
vem, ó meu senhorzinho, para que minha alma esteja muito feliz por causa do seu nascimento;eîori, xe îarĩ gûé, ta sorybeté xe 'anga nde 'aragûera resé
as moças habitantes das aldeias;kunhãmuku taba pora
reproduzi-me, procriei;aîeapyká
lançou algum menino que estava aconchegado a você por desejo sensual?;ereîtykype kunumĩ amõ nde abiîxûara nde 'arybo moropotara suí?
esbofeteei a nuca dele;aîatuá-petek
nós somos numerosos;oré re'yî
eu sou aquele em quem se deve acreditar, o que tem nome Guaixará;ixé serobîarypyra, gûaîxará seryba'e
faço agouros para ele;asaybõ
eu fiz confusão;xe apererá
mais que a roupa batida é a brancura de sua alma;akó aoba i putukapyra sosé o 'anga tinga
gordura de vaca;tapi'i-kaba
eu não estou forte;na xe pyatãî
ele está boquiaberto;i îurupukĩ ahẽ oîkóbo
amarre sua rede ao lado de mim;eîotĩ nde kesaba xe porupi
não! meu quinhão é você!;aã! xe potaba nde!
uma púrpura colocando nele;amõ aopyranga mondepa sesé
fiz dentes para ele;asãîngá
vocês querem sair em vão de debaixo de nossas mãos;eresẽ-potá tenhẽ oré pó gûyra suí
"levou sua mãe e seus discípulos para o cume do monte chamado ""das oliveiras""";ybytyra olivete seryba'e apyra 'arybo o sy o boîá rerasóû
tinto os pés dele;aîpy-gûang
"nosso Senhor perdoaria se ele dissesse ""-perdoa você a mim""?";"i nhyrõ nhẽpemo îandé îara i xupé ""nde nhyrõ ixébe"" o îoupé i 'erememo?"
a senhora desta aldeia se compadece grandemente das pessoas;kó tabyîara ndaeté i poraûsubari
fiz ela engravidar;aîmomburu'a
os que estão em maratauá acreditam em minhas palavras, entregando suas almas em minhas mãos;marataûãme tekoara ogûerobîá xe nhe'enga, xe pópe o 'anga me'enga
o fujão, aquele que tem o costume de fugir;kanhembora
peso de orelha, orelheira;nambi-paîa
eu sou torto do olho;xe resab
levantadoras de mentiras;mo'ema mopu'ambara
ele, com seu trabalho, ajudou a ele;a'e o porabykysaba pupé oîpytybõ
mal a gente diz algo, já se irrita;îeperibe'ĩ asé marã i 'éû onhemoŷrõ ymûan
às vezes caem os frutos de suas árvores, ainda sendo flores, outras vezes caem em seu estado verde;okuî rakó amũme 'ybarambûera o 'yba suí 'ybotyramo oîkóbo bé, amõ rakó ogûakyra pupé i kuî
como você vê, eu sou muito forte, um diabo que domina as guerras;irõ, xe ratãngatu, anhanga maranyîara
aquele que tem sede de justiça;tekokatu 'useîtara
tamanduá topetudo;tamandûá-atyrabebó
lugar em que o sol se põe, poente, oeste;kûarasy reîkeaba
querendo sua virtude, detesto minha cultura antiga;nde rekokatu potá, aroŷrõ xe rekopûera
não há absolutamente servos meus;n'i tyb-angáî xe boîá
mudei ela;aseyî
seguindo o rastro das mulheres;kunhã rakypûemondóbo
dizendo maldades à toa para alguém, dando a ele má fama;abá supé marã o'îabo tenhẽ, i moerapûana
por longo espaço de tempo ele se deteve;ymûanĩ ahẽ rekóû
Jesus Cristo virá novamente do céu?;our-y bépe irã jesus cristo ybaka suíne?
eu sou um homem soberbo;abá-porerobîare'yma ixé
ouvi suas palavras;asendubaíb nde nhe'enga
é mole, está sob as mãos do diabo;i membek, anhanga pó gûyrybo nhẽ sekóû
vem ver sua futura terra;îandé repîaka our! - veio para nos ver! eîori nde retamûama repîaka
eu, o diabão assado;xe, anhangusu-mixyra
essa é uma cidade?;tabusupe ûĩ?
que nossos filhos se alegrem!;ta sory îandé ra'yra !
produtivo, de bom rendimento;ybykûab
surpreendi os pecadores;angaîpaba aîpokosu
vamos chegar ao céu, ao lugar em que você se revela;t'orobasẽne ybakype nde îepîakukasápe
vocês estão na condição de fetos de seu senhor;peín pe îara momburu'abamo nhẽ
minha barba branca;xe rendybaá-tinga
você vituperou pelas costas a seu pai, a seu mestre?;ereîkupeanga'ope nde ruba, nde mbo'esara?
o fogo dele queimou sua alma;nde 'anga osapy satá
eu estou esquelético;xe kangûer
quando virá?;moîrãpe turine?
você resistiu a seu marido quando ele quis se aproximar de você, estando deitada longe dele?;ereîmomaranype nde mena nde reroby-potareme i amongoty eîupa?
bem feito para o maldito! seus fígados hão de ser minha porção;iîá muru! i py'apûera xe potabamo t'oîkó
aí são muitas as mulheres que estão se oferecendo para Deus;a'epe se'yî kunhã tupã supé onheme'engyba'e oîkóbo
vou pela minha vontade;xe remimotarybo asó
eu tenho inclinação a me irritar;xe nhemoŷrõndûer
bem nesse momento ele perdoou a Pilatos;a'eîbé pilatos supé oîerekûabamo
mas você me esconde dele!;xe mĩ-te îepé i xuí!
ficam invocando a morte;osekyî-sekyî te'õ
não trouxe nenhum parati;nd'aruri amõ parati
eu tenho os buracos das orelhas perdidos;xe apysakûá-kanhem
e os rapazes que perseguem mulheres, sempre fugindo?;a'epe kunumĩgûasu kunhã oîmomosemba'e, onhegûasema memẽ?
rocei;aka'anupã
ah, eu fui muito pecador!;xe angaîpabeté'i ra'u mã!
embrulhei-o;aîapugûar
em sua terra;setãme
e este?;a'e-p'ikó?
que recrudesça minha antiga maldade!;t'oîepun xe marandûera!
igualmente, após dar à luz, estando virgem;a'erame'ĩ i mbo'ar'iré, omarane'ymamo
apanho caranguejos;ausá-'ok
faço de conta que não o vejo;n'asepîake'ym-a'ubi
você se importa com seu filho?;nde putupápe nde ra'yra resé?
temos nossas coisas em comum;îarekó îandé îomba'e
mulher viúva;kunhã-mene'õ
eu hei de ser bom;xe katupe ká
o marido dela não teve medo de comê-lo;i mena nd'o'u-poûsubi
certamente sempre vemos as marcas de seus pés;anhẽ serã îasepîak îepi i py-pora
benze a gente a sua comida?;osobasápe asé o emi'urama?
moro de parede-meia;apyri aîkó
banco redondo;apykabapu'a
nossos cadáveres se levantarão todos?;asé re'õmbûera pu'am-pabine?
os dons do Espírito Santo;espírito santo remime'enga
após se arrependerem de seu procedimento, os índios vão confessar-se;o ekó moasy riré, abá sóû îemombegûabo
mata;oîuká
as crianças que completam dois anos;pitanga mokõî ro'y omoaûîeba'e
bordei-o;asemberung
parece flutuar;obebuî-berame'ĩ
fiz confusão;arekorekó
obedeçam ao padre, seu mestre;pesapîá abaré, pe mbo'esara
é ele quem dá o bem desses, com certeza;a'e aé koba'e katu me'engara re'a
qual é o nome do chefe dos anjos que confiam em Deus?;marãpe karaibebé tupã resé îerobîasara rubixaba rera?
minhas palavras engasgadas;xe nhe'ẽ-pa'ama
ele me deixou sem palavras;xe nhe'ẽmbyk ahẽ
fá-los-ei voar comigo;arobebéne
não me chame pelo nome diante dele, senão ele me mata!;xe renõî umẽ îepé i xupé, na xe îukáî!
chegou a nós sua luz para sempre;osyk oré ri sendy îepinhẽ
nó da garganta;aseó-kytã
sigo seu rastro;asakypûembour
Você invocou o anhanga, o taguaíba, o curupira, o jurupari ou a morte para alguém?;eresykyîpe anhanga, tagûaíba, kurupira, îurupari koîpó te'õ abá supé?
Eu empanturrei as pessoas.;aporomoebykatã
Em uma certa noite.;putuna amõ resé
Nossas coisas mútuas.;oré îomba'e
O que pede ao pajé por trabalhos.;marãtekorama resé paîé mongetasara
Confundindo as aldeias desde a Galiléia.;taba moapaîugûá-îugûábo galilea suí-katu
Eis que a todos nós vence, como também já venceu os antepassados.;opá ã îandé moaûîéû tamyîpagûama moaûîé ymã îabé bé
Que vá guaixará para o fogo!;gûaîxará t'osó tatápe!
O que retribui verdadeiramente o amor de Deus a si.;tupã o aûsuba poepykareté
Por isso mesmo os escravos festejam este dia.;nd'e'i te'e miasûbetá ikó 'ara momoranga
Caem algumas vezes os frutos de suas árvores, sendo ainda flores, outras vezes em seu estado verde, outras vezes caem após seu amadurecimento.;okuî rakó amũme 'ybarambûera o 'yba suí 'ybotyramo oîkóbo bé, amõ rakó ogûakyra pupé i kuî, amõ rakó ogûaîub'iré i kuî
A mulher terá ciúmes de seu marido?;sygûyrõpe kunhã o mena reséne?
Você desarmou as armadilhas de seu próximo?;ereîmopyĩpe nde rapixara mundé?
Você é guardião de mim.;nde morerekoar xe ri
Eia de novo!;ne'ĩ bé!
O que está tingido de jenipapo.;i îanypapyxunyba'e
O que rompe o sangue de uma moça, o que a desvirgina.;kunhataĩ rugûy kasara
O sol brilha, certamente, após passar a grande noite.;kûarasy, nipó, oberá, putunusu kûab'iré
Você esbofeteou as têmporas de alguém?;ereî'atypetekype amõ abá?
Canoa de junco.;piripiri-ygara
Não é minha escrava, mas sim, minha esposa.;na xe remiaûsuba ruã, xe remirekó a'e
Antigamente, esses habitantes da aldeia estavam sob minhas mãos.;akûeîme kó tabygûara xe pó gûyrybo sekóû
Quarto traseiro que se parte de um animal ou de uma pessoa.;ugûera
Guardião dos tapuias.;tapuîa rarõsara
São muitas, de fato, as grandes igaçabas.;setá nhẽ ygasabusu
Contigo sempre estou.;nde resé memẽ oroîkó
Saída de gente.;morosema
O que manda matá-lo.;i îuká-ukasara
Eu tenho bom abrigo, eu estou bem abrigado.;xe 'ang - eu tenho abrigo, eu estou abrigado xe 'ãngatu
Peixão, peixe grande.;piragûasu
por muito tempo ele se deteve;ymûanĩ ahẽ rekóû
aguço-a;asapûapin
abraçando a cintura do seu companheiro;nde rapixara ku'a îubana
o que é circuncidado, o que tem o prepúcio cortado;i 'amopikytĩpyra
a que coisa chamamos graça?;mba'e supépe asé graça i 'éû?
atrás da casa, atrás da casa;ó-kupépe
vem, coisa fedorenta, coisa nojenta, bora!;eîori, mba'enem, mba'e-poxy, mborá!
coma moderadamente;nde îanhõte mba'e e'u
castrei-os;asapi'anupã
acudi-o;asopenhan
mas minha sujeira era muita;xe ky'a-te turusu
ah, quem me dera tê-lo matado!;aîukámo mã!
apressei-me muito;anhemoaîu-katu
veja bem à sua frente para que não se perca no caminho do céu;esepîá-katu nde renonderama ybaka pîarype nde ropare'ymamo
não querendo conversar com ele;i mongetá-potare'yma
você mesmo assim procedeu;nde aé ipó emonã ereîkó
eu sou arisco;xe resaeté
você volta o rosto para trás, olhando com a ponta dos olhos, sorrindo, espreguiçando-se;nde atybak, nde resá-popybo ema'ẽmo, epukamirĩamo, eîepokábo tenhẽ
nós somos gêmeos;oré kõî
ela tem pecados variados;i angaîpá-pará-pará
seus fígados hão de ser minha porção;i py'apûera xe potabamo t'oîkó
assim tratado, certamente fica bem, satisfazendo-se com o que o distingue;emonã serekopyra, rakó opytá-katu, o apysykamo o moingoeara ri
é formosa, certamente, a lua, vindo com sua grande face;i aysó, nipó, îasy, og obagûasu reru
que quebrem suas cabeças;i akanga t'ereîoká
flechou-me em lugar vital;xe aépe xe ybõû
enquanto eu o faço;ixé i monhanga pukuî
durmo com roupa;aroker aoba
enxuguei-o;aîmokang
os pecadores que não se confessam bem;i angaîpaba'e onhemombe'ukatue'ymba'e
não queira nem um pouquinho que eu vá para o fogo;eîpotá-mirĩ umẽ tatápe xe soaûama
fiz de conta que não o conhecia;n'aîkugûabe'ym-a'ubi
temendo por suas almas;o 'anga resé oîeangûabo
quer ter relações sexuais com ela, como de costume;oîkó-potá sesé îandu
estou caindo de sono;xe kerapará-parar
faça-me você valente para que eu me oponha ao maldito;xe mopyatã îepé, t'apu'am muru resé
com um neto ou uma neta, com algum descendente ninguém pode se casar;o emiminõ koîpó o emiarirõ amõ îeapyká resé nd'e'ikatuî abá omendá
fiz uma fogueira;aîatapygûasu
o cão é ávido;i mba'epotar îagûara
não perdoam, não são afáveis;n'i nhyrõî, n'i îerekûabi
estou sem dinheiro;xe sym
chefe dos que ficaram no céu;ybakype opytaba'epûera rubixaba
Santa Maria é o nome dela;santa maria sera
canto dela;sendybangã
na ponta, no punho da rede;apy anhãî
argola de ferro;itá-apynha
colher de madeira;ybyrá pesẽ
depressa traga minha comida!;keremẽ xe remi'u rekoaba!
sou hábil;xe pokarugûar
a lua foi comida;îasy mba'e i 'upyra
embelezou-te grandemente;ndaeté nde momorangi
um rapaz, não chegando aos catorze anos, não pode se casar com ninguém;kunumĩgûasu catorze ro'y resé i xyke'yma, nd'e'ikatuî abá resé omendá
como a gente faz à tarde, antes de dormir?;marãpe asé rekóû karukeme, o ker-y îanondé?
estou corcunda;xe aŷpyasur
fazendo desaparecer nossa morte;îandé re'õ mokanhema
vara de peneira;urupemusu
Eva, nossa mãe primeira, se atraiu muito pelo belo fruto;eva, îandé sy-ypy, onhemomotar-eté 'ybá-poranga resé
caí;agûyapy
e a mim é que faz vir hoje para empurrá-los, enxotando-os desta sua terra;xe-te xe mboú kori pe moanhana, pe mondóbo ikó setama suí
façamos ele cair conosco no fogo para fazê-lo queimar conosco;îaro'a tatá pupé serokaîa
mal a gente diz algo, já se irrita;îeperibe'ĩ asé marã i 'éû, onhemoŷrõ ymûan
lanço a canoa à água;aîtyk ygara
embora seja vinho, assim que o padre pronunciar as palavras de nosso Senhor Jesus Cristo, é seu sangue, na verdade;kaûĩ biãaûîé, îandé îara îesu cristo nhe'engûera abaré sa'angireme, sugûyramo nhẽ sekóû
por ser algo que deve ser dividido;mba'eramo i moîa'okypyra rekóreme
nem por isso vou me afastar;naroîaî mamõ xe sóû
aquele em quem se deve acreditar;serobîarypyra
por que razão eu o levaria?;marãmope xe serasóû?
comemoramos este dia, lembrando-nos do tempo em que nos fizeram alcançar;sesé îandé moîekosupagûera resé îandé ma'enduaramo kó 'ara îaîmoeté
antes dessas mortes, um certo homem muito mau, chamado anticristo, virá, exaltando-se;aîpó te'õ îanondé irã amõ abá-angaîpabeté anti-cristo seryba'e ruri onhemoetébo
oh, tomara que viesse!;té, temõ oú mã!
