source_text,target_text
eu estou liso,xe sym
chefe dos que ficaram no céu,ybakype opytaba'epûera rubixaba
santa maria é o nome dela,santa maria sera
canto dela,sendybangã
"na ponta, no punho da rede",apy anhãî
argola de ferro,itá-apynha
colher de madeira,ybyrá pesẽ
depressa haja minha comida!,keremẽ xe remi'u rekoaba!
eu sou hábil,xe pokarugûar
a lua foi comida,îasy mba'e i 'upyra
embelezou-te grandemente,ndaeté nde momorangi
"um rapaz, não chegando aos catorze anos, não pode casar-se com ninguém","kunumĩgûasu catorze ro'y resé i xyke'yma, nd'e'ikatuî abá resé omendá"
"como a gente faz à tarde, antes de dormir?","marãpe asé rekóû karukeme, o ker-y îanondé?"
eu estou corcunda,xe aŷpyasur
fazendo desaparecer nossa morte,îandé re'õ mokanhema
var de peneira,urupemusu
"eva, nossa mãe primeira, atraiu-se muito pelo belo fruto","eva, îandé sy-ypy, onhemomotar-eté 'ybá-poranga resé"
caí,agûyapy
"e a mim é que faz vir hoje para vos empurrar, enxotando-vos desta sua terra","xe-te xe mboú kori pe moanhana, pe mondóbo ikó setama suí"
façamo-lo cair conosco no fogo para fazê-lo queimar conosco,îaro'a tatá pupé serokaîa
"mal a gente diz algo, já se irrita","îeperibe'ĩ asé marã i 'éû, onhemoŷrõ ymûan"
lanço [à água] a canoa,aîtyk ygara
"embora seja vinho, tão logo pronuncie o padre as palavras de nosso senhor jesus cristo, é seu sangue, na verdade","kaûĩ biãaûîé, îandé îara îesu cristo nhe'engûera abaré sa'angireme, sugûyramo nhẽ sekóû"
por ser coisa que deve ser dividida,mba'eramo i moîa'okypyra rekóreme
nem por isso vou para longe,naroîaî mamõ xe sóû
aquele em quem se deve acreditar,serobîarypyra
por que razão eu o levaria?,marãmope xe serasóû?
"comemoramos este dia, lembrando-nos do tempo em que nô-la fizeram alcançar",sesé îandé moîekosupagûera resé îandé ma'enduaramo kó 'ara îaîmoeté
"antes dessas mortes, um certo homem muito mau, chamado anti-cristo, virá, exaltando-se",aîpó te'õ îanondé irã amõ abá-angaîpabeté anti-cristo seryba'e ruri onhemoetébo
"oh, oxalá viesse!","té, temõ oú mã!"
por que ele vive tendo coisas boas mais que eu?,marãmo ahẽ rekóû o mba'ekaturamo xe suí?
ouve,esendu
menor ainda que eu,xe gûyri bé
por isso mesmo os moços entram sempre no lugar de beber cauim,nd'e'i te'e kunumĩgûasu oîkébo memẽ kagûápe
receio levá-lo,arasó-poûsub
"curou-o, somente tocando sua orelha, imediatamente fazendo-a sarar, grudando-a","oîposanong, i nambi atõîa nhote, aûnhenhẽ i monga'ẽmo, i moîepotá"
fizeram feridas por seu corpo todo?,seté îakatupe ybŷá i moperé-perebi?
"não vitupereis as pessoas, ó meus filhos, para que tenhais seus bens","pe poroanga'o umẽ, xe ra'yr-y gûé, ta perekó i mba'e"
eu enviuvei,xe remirekoe'õ
"abaixo de mim, mais pequeno que eu",xe gûyri
tu te enfureceste por causa de alguém?,nde marãmotarype abá resé?
"vomitaste cauim, brigando por causa dele?","ereîmoîebype kaûĩ, sesé nde apore'ymamo?"
escapuli das mãos dele,aîpomogûab
eis que a cada páscoa um prisioneiro fazeis-me libertar sempre,aretegûasu îabi'õ ã mundepora moîepé peîmosemukar ixébe îepi
ele se lembra,i ma'enduar
ali ficai enquanto eu não vos informar acerca de vossa futura volta,ebapó ta peîkó pe îebyragûama resé ixé nde momorandube'yma pukuî
"que eu não adoeça, comendo-o",ta xe maran umẽ i gûabo
dentro dessa igreja maria cresceu,kó tupãoka pupé maria kakuabi
socador de pilão,ungûá-obaîara
"eles, na verdade, em três pessoas se distinguem, na união de seu único ser divino","a'e anhẽ mosapyr pessoaamo i îa'oki, oîepé og ekó-karaíba îese'ara pupé nhẽ"
por que não te escondes?,marãpe nd'erenhemimi?
a mim certamente é que vós procurais,xe ipó xe rekar peîepé
rapamos nesta medida,nãmo oroapin
após tocar em seu segundo cônjuge,i mendá-mokõîa resé i byk'iré
é o suficiente?,aûîé ruãpe?
tomara não seja eu o que jazerá primeiro,n'aîkóî ipó irã tuîba'eramo ranhẽne re'a
"antigamente estava aflito, praticando meus vícios","akûeîme aîkotebẽ, xe rekopoxy purûabo"
"tende-o por vontade, tende-o para matá-lo","perekó potasábo é, perekó i îukábo"
dois homens,mokõî apŷaba
"não existem mais as suas antigas terras todas, desde então, não contêm muita coisa",n'i tybangáî setãmbûera opá akûeîme n'i poretáî
hoje eu deveria ir,kori temone asómo
"pena de tucano para dança (isto é, pena que os índios levavam comumente quando dançavam",tukana tá-poraseîa
"não que alguém se compadecerá deles, não que alguém vá libertá-los","na abá o aûsubar-y îanondé ruã, na abá o pysyrõ îanondé ruãne"
homem soberbo,abá-poroîukaíba
tu mesmo dizes isso,endé é aîpó eré
"aquele pão o padre o partiu, certamente",a'e miapepûera abaré oîmbo'i re'a
esse fez aquele céu que vemos,kó a'e ybaka îandé remiepîakûama oîmonhang
a alma depois que sai do corpo,angûera
"daqui vou para longe, outras aldeias frequentando","kûé suí asó mamõ, amõ taba rapekóbo"
são numerosos os que não são conhecidos,se'yî i kuabypyre'yma
"por isso mesmo as malditas correm, insultando-se muito umas às outras",nd'e'i te'e moxy onhana oîoa'o-marangatûabo
forquilha de madeira,ybyrá kamby
alegrando todas as velhas,gûaîbĩ moesãîa mbá
"para cima suas pernas mandou pregar e, para baixo, sua cabeça","ybaté koty ogûetymã moîarukari,'yba koty o akanga"
"e mentindo aquele que invoca sua própria alma, a alma de alguém ou também algum santo que está no céu, que acontece?","o'anga koîpó abá 'anga koîpó santo amõ ybakype tekoara renõîndara abé o îuraragûaîamo nhẽ, marãpe?"
o tradutor do padre,abaré nhe'engerekoara
eu sou todo manchado,xe pinĩ-pinim
mas sua vida é muito má,sekó-te i poxyeté
eu tenho as cavidades dos olhos encovadas,xe resakûá-rorẽ
fiz que não o vi,n'asendube'ym-a'ubi - fiz que não o ouvi n'asepîake'ym-a'ubi
minha coragem ainda existe,oîkó bé xe taŷaíba
muito maior,turusu-katu-eté
está pronto o guaitacá?,sekoaûîépe gûaîtaká?
"ele, de costume, agiria de outra maneira",marandé ipó ahẽ rekóû nhandu
"sofreu, suportando o fogo","sosang, tatá porarábo"
já transborda o cauim,tynysẽ umã kaûĩ
envergonhaste à toa tua esposa?,ereîmomara'a tenhẽpe nde remirekó?
"a terra ferve, ficando a estremecer","yby obu-obur, otumu-tumunga"
batendo numa mulher grávida,kunhã muru'abora resé opûá
e os rapazes que perseguem mulheres?,a'epe kunumĩgûasu kunhã oîmomosemba'e?
"vem para prová-los, pois",eîori sa'anga rõ
milho de que se faz pão,abati-tinga
não quero que os índios deixem isso,n'aîpotari abá seîara
"dardejaste palavras em teu pai, respondendo ele agressivamente?","erenhe'eng-ybõpe nde ruba, i îuruobaîtĩamo?"
deus o tomou,tupã tari
ela teve penca uma vez,oîepé i pem
"""ajuntamento de ostras"", nome de um lugar",rerityba
derrubei-o,aîaparaîtyk
eu me escafedo ao ir,- xe rembyrĩ gûixóbo
certo homem branco nobre,amõ karaíba mosakara
posso vê-lo,a'ekatu sepîaka
não conheço esse homem,n'aîkuabi a'e abá
costas corcovadas,kupé-asura
guarda-te de me estranhares,teumẽ xe mote'ebo
"tu não sossegas, não sabendo as ações dos inimigos","na nde apysyki, tobaîara rekorama kuabe'yma"
prender escravos,tapuîa rara
creio na vida que não acabará,arobîar tekobé opaba'erame'yma
"cantemos um pouquinho, primeiro, para festejarmos bem o dia",t'îanhe'engá-mirĩ ranhẽ 'ara momorãngatûabo
medi a profundidade dele,atypy-a'ang
sou leve,abebuîkatu
"após passar o seu parto, santa maria levou seu filho jesus para o templo","o membyraragûera kûab'iré, santa maria o membyra îesus rerasóû tupãokype"
"entrando nos seus antigos corpos, fazendo-os levantar imediatamente","ogûetepûera pupé oîkŷabo, i mopu'ama kûeîeténe"
"a saída do sol, o nascer do sol",kûarasy sembaba
lanço palavras contra ele,aîtyk nhe'enga sesé
não trouxe nem mesmo um só,oîepé tiruã nd'aruri
"mandando-o ir, sem problemas, não ages como o que estima teu imperador césar",i mondóbo nhẽ nd'ereîkóî césar nde rubixaba raûsuparamo
esteira da canoa,ygara rakypûera
que ajudemos um ao outro para criarmos nossos filhos,t'oroîopytybõne oré poromonhangagûera mongakuapa
o que fica escarnecendo das pessoas,oporokurá-kuraba'e
eu sou mais que tu,nde sosé ixé
pesquei peixes,asekyî pirá
"conhecendo esses teus pecados, sinto que tu queres ir para o fogo do diabo","iang nde angaîpaba kuapa, anhandub anhanga ratápe nde só potara"
soltei as peias dos pés dele,aîpukusamb-ok
o pai de meus filhos,xe membyra ruba
fui ao encontro do meio das águas,y pytera asopenhan
ao estar o sol no meio do mundo,kûarasy 'ara pyterype seneme
passamos uns atrás dos outros,orokûakeó
"verdadeiramente, eis aqui teu caminho, aquele que tu procuras",anheté kó nde rapé a'e nde remiekara
o que minh'alma busca,xe 'anga remiekara
eu sou molengão,xe rekoporeaûsub
retribuí o que ele escreveu,aîpoepyk semikûatiara
"eles mentem, um de cara para o outro","semo'ẽ, oîobaúpa"
"eu sou uma jibóia, eu sou um socó, eu sou o grande tamoio aimbirê","xe îyboîa, xe sokó, xe tamuîusu aîmbiré"
"flor de planta, flor",ybotyra
sumiu a canoa de mim,okanhem ygara xe suí
dei-lhe porradas na cabeça,aîaparupã
para nos ensinar a orar a deus,tupã mongetá resé îandé mbo'ebo nhẽ
"outro dia, já não agora",karamosé é
"sequei muito, sequei duramente",atining-atã
1) quê? que dizes?,marã-pipó?
"atacamo-los, prendemo-los, antes que se consolem","îasepenhan, îaîpysyk, i apysyk' e'ymebé"
fazemos passar as flechas dos malditos,îamongûá moxy ru'uba
"que se alegrem, descansando","ta soryb, oputugûabo"
"não era deus espírito santo, mas um sinal da sua vinda","-tupã espírito santo anhẽ a'e tatá? -nda tupã espírito santo ruã, tura îekuapaba é - deus espírito santo era, na verdade, aquele fogo?"
a fala de fulano repreendeu-me,xe momotîasó ahẽ nhe'enga
rapo-lhe a cabeça,aî'apin
imagem de deus,tupã ra'angaba
toco-a,aîopy
este caminho também é penoso,ikó pé bé iî abaí
furo-lhe a pele,aîpi-kutuk
matemos meu marido,t'îaîuká xe mena
"dou passos largos, dou grandes passos",xe rapupa'ũusu
"tempo, lugar, modo, etc de aparar, de rapar, etc",pindaba
oprime-nos o coração,oré py'a-pyk
tu te alegras quando um homem apalpa teus seios?,nde rorype nde kama abá sungáreme?
olhando para o órgão sexual da mulher ou do homem,kunhã koîpó abá remimborará resé oma'ẽmo
eu tenho puxos,xe rygeasypu'ãpu'am
essas serão teu futuro assado,aîpó nde remixyrama
que ele deseje muito a lei de deus,t'oî'useî-katu tupã rekó
não há de ser,aani-xûé ipóne
"tremo, ambas as minhas coxas adormeceram","aryryî, opá xe uba îesyî"
"coisa muito boa é uma grande bebedeira, ficar vomitando cauim","mba'eeté ka'ugûasu, kaûĩ moîeby-îebyra"
eu estou roxo furta-cor,xe roby-kanugûá
seu senhorzinho reconhecendo imediatamente,o îarĩ kuapa aunhenhẽ
que se guarde fulano de falar,te'itenhẽumẽ ahẽ onhe'enga
está impedido também o homem de casar com os que sua irmã gera,sarûab-y bé o endyra remimonhanga resé abá mendara
"ah, quem me dera uma mulher viesse para o meu lado!",our temõ kunhã xe posé mã!
"há um padrinho meu, velho pervertedor dos tupis","oîkobé xe rubangaba, tupi moangaîpaparûera"
a boa crença em deus de teu coração não se desprendeu,tupã rerobîá-katu nde py'a suí nd'o'iri
evocando a morte de meu senhor,xe îara re'õ renõîa
o diabo me importuna,anhanga xe moaîu
preferiam outrora as pessoas que as matassem?,oîpotarĩ-p'amẽ abá erimba'e o îuká?
não! irritei-me,aani! aîemoŷrõ
vou para fazer resgates,asó gûiporepŷana
"nós assomamos em grande número, nós éramos muitos",oré akoroí
"fica muito feliz, de fato, o homem que se defronta com a morte, encontrando o que cura",sorybeté rakó abá tegûama porarasara moroposanongara supé ogûasema
eu fui bom antes de ir para o céu,xe angaturam ybakype xe só îanondé
flechou-o em lugar não mortal,iî ara'ape inhybõû
são muitos os peixes que são gostosos?,setápe pirá seba'e?
vinha com púrpura e espinhos,aopyranga îu abé ogûerur
"desanima, sem mais, de suas diversões também",omanõaibí o nhemosaraîtápe bé
amarrei-lhe os calcanhares,aîpytá-pûar
diante de duas pessoas,mokõî abá robaké
"após não realizar nosso pai primeiro o que deus havia dito, a morte surgiu nele e em nós também","tupã 'îaba îandé rubypy i mopore'ym'iré, te'õ 'ari sesé îandé resé béno"
"muito longe, fora ou ao revés do que é",aroane'ỹngatu
"por quê vocês, maíras e perós, quer dizer, franceses e portugueses, vêm de tão longe procurar madeira para se aquecerem?","""que veut dire que vous autres mairs et peros, c'est à dire françois et portugais, veniez de si loin querir du bois pour vous chauffer?"""
"ah, quem me dera não ter transgredido outrora tuas palavras!",n'aîabŷî xûé temõ erimba'e nde nhe'enga mã!
cingi-o,aîku'aman
"como modo de honrar sua vinda, comemoramos este dia",turagûera moetesabamo kó 'ara îamoeté
ficaste quebrando a cabeça de teu filho antes de o abortar?,ereîakangá-ngápe nde membyra i akyrar-y îanondé?
"ao comer junto dos seus discípulos, o pão devolveu como seu corpo kapi'ĩ sosé kó tuî, tapi'irusu karûápe - eis que sobre o capim ele está deitado, no lugar em que a vaca come","gûemimbo'e pyri o karûápe, miapé moîebyû gûetéramo"
"portanto, não morri com um pecado sequer!","irõ, oîepé tiruã pecado n'aromanõî!"
lamentando terem nascido de suas mães,o sy suí o 'aragûera moasŷabo
"tu foste gabola, lembrando-te de coisas más?",-nde nhe'engapaparaípe mba'epoxy resé nde ma'enduaramo?
"oh, muito bem!","té, aûîé nipó!"
"se o que tem relações sexuais com uma solteira ou por ela se atrai transgride muito a palavra de deus, tanto mais o que perverte uma casada ou o que se atrai por ela","mene'yma resé oîkoba'e abiã koîpó sesé onhemomotaryba'e oîaby-eté tupã nhe'enga, memetipó mendara momoxysara koîpó sesé nhemomotasara"
queres que ele te coma?,ereîpotápe nde 'u?
isso o senhor deus não quer,ianga pa'i tupã n'oîpotari
meus dentes tiritam xe rembé-tatak - meu beiço tirita,xe rãîtatak
lourenço tostado atou minhas mãos,rorẽ-ka'ẽ xe popûá
tuas palavras,nde nhe'enga
inimiga do diabo,anhanga sumarã
que não tenha medo de anunciar a jesus cristo,t'osykyîé umẽ îesu cristo mombegûabo
o próprio padre responsável por eles que o julgue,abaré serekoara aé t'osekokuab
nosso senhor constituiu-me guardião da aldeia,taba raroanamo nhẽ îandé îara xe moingóû
não querendo proceder segundo a vontade de sua própria carne,og o'o remimotara rupi oîkó-potare'yma
acaso trouxeste muitas coisas?,ereruretá serã?
vou em busca de água,y piaramo asó
ficaria aumentando meus miseráveis pecados vivendo nesta terra,aîrumõ-rumõmo xe rekoangaîpagûera'uba ikó yby pupé gûitekóbomo
é no final da missa que entras sempre?,missa mondykápe épe ereîké îepi?
"para ele trouxeram, como oferendas, ouro, resina dura que recende e mirra","i xupé ogûeru îetanongabamo itaîuba, ysykatã syapûãba'e, mirra"
"vereis também, futuramente, minha vinda sobre as nuvens",pesepîak irã ybytinga 'arybo xe rura béne
diminuto como isto,nãîbe'ĩnhot'a'ub
"barco de navio, barco salva-vidas",ygá-membyra
"vendo-o, somente, é como pão",sepîaka nhõ miapé berame'ĩ
afligiu-o muito,oîmomboreaûsu-katu
"mataram seus corpos, mas suas almas foram-se para encontrar a vida que não acabará","seté îukáû, i 'anga-te oîeoî tekobé opaba'erame'yma ri oîekosupa"
mordo-lhe a cabeça,aî'a-su'u
"de diante deles ele foi, aos poucos, subindo",sobaké suí mbegûé-mbegûé i xóû oîeupi
está diante de mim,e'am xe reseî
por que a gente reconhece o dia dos santos?,marãnamope asé santos 'ara kuabi?
pus espertadura nela,aî'atype'apá-moín
bom trabalhador,morabuká-katu
casca de coco,inaîagûasu apepûera
que perguntem ao padre ao se confessarem,t'oporandu abaré supé o nhemombegûápe
eis que ele sempre vai,osó memẽ n'akó îepi
"excitaste-o, querendo expelir teu sêmen?",ereîkapyrokype nde ra'y-pupuka potá?
"antes que ela saiba, vamos para levar os malditos","i kuab'e'ymebé, îasó muru rerasóbo"
sendo coisa antiga,o mba'epûeramo
matei já os tupis,aîuká umûã tupi
eu sou leproso,xe piryty
repartimo-nos,oronhemoîa'ok
bem que disse isso,îepé aîpó a'é
homem ignorante,abá-tekokuabe'yma
"amo-a, por ela tendo cuidado","asaûsu, sesé gûinhemoryryîa"
a seus olhos eu hei de estar,sesápe xe rekóû re'ĩ
urdiste mentiras contra alguém?,eresekyîpe îuraragûaîa abá supé?
eu mesmo fiz assim,ixé aé emonã aîkó
tendo o dom da vossa vida,pe rekobé me'engaba rerekóbo
"urdiste mentiras contra alguém, envergonhando-o, fazendo-o ser tratado como mentiroso?",eresekyîpe îuraragûaîa abá supé i motĩamo nhe'engabamo serekó-uká?
cumpriste as palavras do governante da aldeia?,ereîporakápe taba rerekoara nhe'enga?
"todo seu sangue deu, morrendo","opá og ugûy me'engi, omanomõ"
"cuidado, cuidado, menino, para que não te castigue o homem branco","taté, taté, kunumĩ, na nde nupãî karaíba"
antigamente pescava bem os peixes,akûeîme rakó pirá asekyî-marangatu
também por embriaguez ficando a ferirem-se uns aos outros,sabeypora suí bé oîoapixá-pixapa
acenaste com a mão para alguma mulher?,ereîepoeîtykype kunhã amõ supé?
somente o domingo que está no meio dela,domingo anhõ i pytera rupi okûaba'e
logo depois que morrerem irão para o céu os que foram assim desse jeito?,o manõ riremẽ serã emonã nungara sóû ybakypene?
afilei-o bem fininho,aîmopoîĩ
eu estou bento,i mongaraibypyra ixé
"vou à guerra, vou como guerreiro",asó gûarinĩramo
"semelhante a que é essa graça, o meio de fazê-los bons?",mba'e nungarape aîpó graça i moangaturãsaba?
a satisfação dos cônjuges,mendara moîekosupaba
eu sobrei,xe rembyr
como se fosse aquele que não morrerá,akó omanõba'erame'yma berame'ĩ
cada vez que tem medo da morte,te'õ suí o nheangu îabi'õ
"mas não pode a gente, de modo nenhum, contar o procedimento oculto de alguém?",nd'e'ikatu angáî-tepe asé abá rekó-nhemima mombegûabo?
endireitei-o,aîapengok
o bondoso são lourenço guarda vossa terra,são lourenço-angaturama osarõ nhẽ pe retama
ele mesmo,ixé aé - eu mesmo a'e aé
"vai para prová-los, para que pratiquem maus atos",eîori sa'anga t'oîpuru tekó-poxy
"mas tu brilhas mais que ele, iluminando-nos todos com tua virtude","nde-te ereberá i xosé, oré resapébo pá nde rekokatu pupé"
escabelei-o,aî'abo'o-bo'o
"eis que esta roupa será, adequadamente, de feriado",ikó aoba niã aûîé-katutenhẽ tupãnemendarama
ferrei-o,asapy
"hei de ir, de fato?",asóp'ixéne é?
creio na subida dele ao céu,arobîar ybakype i îeupiragûera
fruto dela,i 'a
"fogo do cauim, isto é, com que se coze o cauim",kaûĩ ratá
"os bem-aventurados e os santos no céu, que vêem a deus, ultrapassam o número dos dias que o ano tem","marangatuba'e, santos, ybakype tupã repîakaretá, osasá 'ara ro'y remierekó papasaba"
meu preço é pouquinho,xe repy mokonhõ'ĩ
quem aquele transgride?,abápe aîpoba'e oîaby?
"não parece bem fazer ele a defesa da morte fora de jesus cristo, mas faz sentido que sua morte fosse a finalidade com que seu pai o fez viver","n'i aîarõî îesu cristo taté é te'õ suí i îepirapûana, tuba i moingoaba se'õ a'e i aîarõ"
não ouço tuas palavras,n'asendubi nde nhe'enga
de madrugada,ka'amutumome
parei,apytá
"mas eu a deus, meu pai, rezava sempre, propondo ser bom, pranteando meus pecados","ixé-te, tupã, xe ruba, aîmongetá memẽ nhẽ, xe katurama momboîa, xe angaîpaba rapirõmo"
"esses, enfim, não diferem da cobra, isso porque a cobra, antes de fazer destruir a vida daquele que morde, deixa sua própria vida ao pisarem sua cabeça","aîpoba'e tene nd'oîabyî mboîa, mba'etakó mboîa o emindu'u rekobé mokanhemukar-y îanondé, o ekobé reîari o akanga patukasagûerype"
não mates gente,eporapiti umẽ
"o homem desanima, sem mais, de comer também",omanõaibí abá o mba'e gûápe bé
"o fogo te convém verdadeiramente, para que nele te asses","tatá nde arõeté, i pupé t'ereîesy"
corta-o pela sua base,iî aŷpy rupi eîasy'ab
não conhece a preocupação com sua própria morte,ogûe'õnama resé nheangerekó n'oîkuabi
vem para que faças ir de mim a maldade,eîori t'eremondó xe suí tekoangaîpaba
a ele a gente pede pelo futuro viver de sua alma?,i xupépe asé îeruréû o 'anga rekorama resé?
"ele, com a mãe de deus, foi o que criou a jesus, deus",a'e niã tupã sy irũnamo tupã jesus mongakuasaramo sekóû
podem casar-se um com o outro?,e'ikatupe o îoesé omendá?
óleo de peixe,pirá-nhandy
ferrei-o,aîpyapasamoín
"vamos, devagar, para fazer o assalto, para queimar a terra dos malditos","t'îasó, mbegûé, îapu'ama, t'ixapy moxy retama"
prendi-os um ao lado do outro,o îoybyri aîmoín
uniram-se os homens maus,i îasear apŷabaíba
"veio de novo, achando-os novamente no sono",our benhẽ i kera pé nhẽ obasemano
fui na direção do meio das águas,y-pytera koty asó
mas que vá pero,pero-te t'osó
segui adiante,akûabĩ tenondé
já veio,our ugûan
vem para te compadeceres de nós,"eîori, oré raûsubá"
apoiamo-nos em ti,oroîekok nde resé
eu sou curto,xe apûa'ĩ
remo,aygapukuî
esmigalhei-o,aîkumirik
dizem que é assim,emonã i'e ra'e
para as armadilhas eles levam gente,mundépe i porerasóû
o que fica urdindo as palavras de alguém,abá oînhe'ẽmonhã-monhangyba'e
como será que um habitante do inferno viveria neste mundo se deus o fizesse viver fora dali um mês?,marãeté'ĩ ra'umope amõ anhanga ratá pora rekóû ikó 'ara pupé oîepé îasy tupã ebanõî suí o moingobérememo?
eu sou um fujão,xe îababixûer
a que cuida da virtude é a mãe de deus bondosa,tekokatu angagûara tupã sy-angaturama
para o monte chamado calvário,ybytyra monte calvário 'îápe
eu estou enlameado,xe ru'um
"vela bem por mim, mandando que não me façam cair","ema'enãngatu xe ri, xe mbo'are'ymuká"
"não existem mais absolutamente suas antigas terras todas, há tempos, não contêm muita coisa",n'i tyb-angáî setãmbûera opá akûeîme n'i poretáî
"tu és a manhã, causa verdadeira da alegria do dia","nde ko'ema, 'ara rorypabeté"
"sofrendo tudo o que é doloroso, que não se mitigará",opakatu sasyeteba'e i arybeba'erame'yma porarábo
"jesus, o que eu desejo","îesu, xe remimotara"
limpo-o de ferrugem,aîkytyngok
"mostram-se a urdir mentiras, ficando a provar poções","e'i mo'ema monhanga, mosanga ra'ã-ra'anga"
"tu és a manhã, verdadeira alegria do dia","nde ko'ema, 'ara rorypabeté"
é natural dele,sekoaba nhẽ
o ocultamento das coisas,mba'e kuakubagûera
que me livre deus do pecado,ta xe pe'a tupã tekoangaîpaba suí
"após seres grande, serás mãe de deus","nde reburusu riré, tupã syramo ereîkóne"
"tempo, lugar, instrumento, causa, modo, companhia, etc de matar",îukasaba
como seus discípulos procederam vendo tratar assim a seu senhor?,marãpe i boîá rekóû emonã o îara rerekó repîaka?
engolir-me-á por aí alguma cobra grande,xe mokõ kûepe mboîusu amõne
sujeira do menino,kunumĩ a'uba
que mal eu agi outrora,akûere'õ xe rekóû rimba'e re'ĩ
"retiraram-no para o pátio, colocando uma cruz no ombro dele","okarype senosemi, cruz nonga i ati'yba ri"
meu rosto é envelhecido,xe robá tuîba'e
é certo que o comungante comungue algumas vezes sempre?,"a'eboépe tupã rasara tupã rari amõme, îepi?"
"eu vim do rio dos paratis para ver a mãe de deus, ficando a enfeitar-me","xe parati 'y suí aîu tupã sy repîaka, gûinhemoîegûá-îegûaka"
"eu, em vez disso, quero presas em alguns bêbados","xe-te, xe rembiá-potá sabeypora amõ resé"
apenas não me matou,sa'ĩ xe îukae'ymi
"metal vivo, isto é, o mercúrio",itá-ekobé
"ah, vencer-me-ão hoje",xe reîtyk korine mã!
por baixo das brenhas dela,iî aigûyra rupi nhẽ
desenfiei-o,asysymbo'ir
maltrato-o,arekomarã
pequeno como isto,nãmo-nhõta'ub
se eu tivesse ido,mba'emeémo asó
a mim também o flechado bastião derrotou-me não existe mais minha antiga bravura,xe abé iî ybõmbyrûera bastião xe moaûîé n'i tybi xe abaetepûera
"eia, agora, contai, pois, os impedimentos dele",pe'ĩ ko'yr sarûaba mombegûabo rõ
arranquei-lhe as sementes,asa'ỹî-ok
eu estou muito empanturrado,xe rebykatãgûasu
"vem para espantar o maldito, para que não invista contra nós","eîori muru mondyîa, t'opu'am umẽ oré ri"
"o próprio céu é o que deus prepara para nós, lugar em que bem coloca nossa felicidade futura","ybaka aé tupã îandé resé i nhemosako'îaba, îandé mba'ekaturama nongatûaba re'a"
"para cima mandou pregar suas pernas e, para baixo, sua cabeça","ybaté koty ogûetymã moîarukari, 'yba koty o akanga"
não comas este fruto,e'u ymẽ ikó 'ybá
mata-o!,eîuká!
"bebeste cauim, temendo tua embriaguez?","ereka'upe, nde sabeypora reroangûabo nhẽ?"
tentando inutilmente o modo antigo de falar,o nhe'engabûera ra'angyîepébo
"na verdade, três vezes negarás ser meu discípulo",mosapy ipó xe boîáramo nde rekó ereîkuakub
alimentando-o um pouco em teu seio,i poîa-mirĩ nde kama pupé
fez nosso senhor algum diante dele?,oîmonhangype îandé îara amõ sobaké?
solto o embrulho dele,aîpokesá-rab
"ó meu filhinho, lembra-te de que os que pereceram são objeto de esquecimento","xe ra'yrĩ gûé, tesaraîtabamo okanhemba'epûera rekó resé nde ma'enduar"
se eu arrotar,xe eúme
"sede verdadeira, não a de antes de tocar a água","useîeté, na 'y atõî' îanondé ruã"
com seu sangue me lavou,og ugûy pupé xe reî
sou um menor de idade,xe gûyrigûana
"tupiniquins, habitantes daqui, espiões inimigos","tupinakyîa, keygûara, tĩapyra moroupîara"
haste sem os grãos,ygûera
gritei com ele,aîakab
eu tenho diarréia com sangue,xe reîkûarugûy
"sobra-me dinheiro, certamente",xe resemõ îepé itaîuba
como viajantes é que nós estamos nesta terra,ataramo é asé rekóû ikó yby pupé
desviei-o comigo,aropîá
"de lado, de ilharga",o ykébo
que estejam atacando gente,t'oporepenhã oîkóbo
havemos de anunciar futuramente sua partida,t'îaîmombe'u é irã i îepaboka
tornando possíveis coisas que são difíceis,mba'e i abaiba'e moabaibe'yma
"eu sou muito grosseiro, eu sou grosseirão",xe ran - eu sou grosseiro xe ranusu
e judas não se afligiu junto aos judeus por entregar a seu senhor?,a'epe îudas n'oîkotebẽî îudeus supé o îara me'engagûera resé?
trucidador,morapitîara
"conforme seu próprio pedido, na cruz o pregaram","cruz resé i moîari, i îeruresabo é"
ajo velhacamente,aîkó-angaîpab
"caem, às vezes, os que seriam os frutos das árvores, sendo ainda flores",okuî rakó amũme 'ybarambûera o 'yba suí 'ybotyramo oîkóbo bé
ela está afiada,saembé
"ao passar a quarta-feira das cinzas sagradas, o grande jejum chamado quaresma começa","quarta-feira tanimbu-karaíba rasápe, îekuakupabusu quaresma 'îaba nheypyrungi"
"és parecido com um chamusco, ó coisa fedorenta!","-nde rapixara pixé, mba'enem-y îu!"
"miolo, tutano de osso",kanga putu'uma
teço roupas,aaó-pyasab
trato-o como se fosse meu filho,xe ra'yra berame'ĩ arekó
acaso deus tem vista aguda para me ver?,sesapysó a'upe é tupã xe repîaka?
não trabalhamos neste dia,n'îaporabykyî kó 'ara pupé
"levantai-vos, vamos em seu caminho para encontrá-lo","pepu'am, t'îasó sapépe sobaîtĩamo"
"que coisas, pois, eu fiz hoje?",marã-marã-pakó îeí xe rekóû?
lasca de madeira,ybyrá-pesembûera
não foi à toa que os feriados surgiram para nós como um intercalação no trabalho,na tenhẽ ruã 'areté marãtekoaba ri oîoparabamo 'ari îandébo
como modo de fazer voltar em si a virtude,tekokatu reroîebysabamo
