source_text,target_text,id,modern_source_text
"por amar muito vossas almas, como seus discípulos vos tomaram","pe 'anga raûsukatûápe, o boîáramo pe rari",3829,"por amar muito suas almas, como seus discípulos tomaram vocês"
"revelou-se a eles somente, alegrando-os",oîepîakukar i xupé nhõ i moesãîa,3830,"ele se revelou somente a eles, alegrando-os"
hoje mesmo hei de te fazer ir,kori é t'oromondóne,3831,hoje mesmo eu hei de fazer você ir
santa maria é o seu nome,"""santa maria"" sera",3832,santa Maria é o seu nome
"como os soldados que o agarravam trataram-no, então?",marãpe gûarinĩetá i pysykara serekóû a'ereme?,3833,"como os soldados que o agarravam trataram-no, então?"
este é o máximo,kó-tene i îaeté,3834,este é o máximo
fiquei-o esfregando com gordura,aîkyty-kytyk mba'e-kagûera pupé,3835,eu fiquei esfregando-o com gordura
trouxeste teu fumo?,ererupe nde petyma?,3836,você trouxe seu fumo?
"pele esfolada, fora da carne",pirûera,3837,"pele esfolada, fora da carne"
"ao lado uns dos outros seus cadáveres estavam, ao longo do mar",o îoybyri se'õmbûera paranã ybyri i kûáî,3838,"os cadáveres estavam lado a lado, ao longo do mar"
segundo a vontade de deus,tupã remimotara rupi,3839,segundo a vontade de Deus
"o laço está quedo o pássaro é que vai dentro dele, caindo","îusana oĩ nhote gûyrá aé osó i pupé, o'á",3840,"o laço está preso, o pássaro é que vai dentro dele, caindo"
licor de mangaba,mangaby,3841,licor de mangaba
ele passou diante de ilhéus,nhoesembé robabo i kûáî,3842,ele passou diante de Ilhéus
mataram erradamente a fulano em lugar do assassino,ahẽ morapitîarûera tatenhẽ anhẽ ybŷá oîuká,3843,mataram erradamente a fulano em lugar do assassino
todos os meus pêlos se arrepiaram,opá xe raba bybyri,3844,todos os meus pelos se arrepiaram
não se cansam de rezar a deus,n'oîeruré-pytubari tupã supé,3845,não se cansam de rezar a Deus
"são joão criancinha, estando no ventre, ao perceber tua vinda, ficou saltando","são joão pitangĩ, tygépe o endápe, nde rura andupápe, o por-oporĩ",3846,"São João, criancinha, estando no ventre, ao perceber sua vinda, ficou saltando"
cumpri minha palavra,aîmopor xe nhe'enga,3847,cumpri minha palavra
não me desterres tu,xe pe'a umẽ îepé,3848,não me desterre você
todos os habitantes da terra destruiu com um dilúvio,opab erimba'e yby pora 'yporu pupé i mokanhemi,3849,todos os habitantes da terra foram destruídos com um dilúvio
eu sou risonho,xe pukasûer,3850,eu sou risonho
eu tinha o pescoço caído,xe aîurar,3851,eu tinha o pescoço caído
aguço a ponta dela,asapûá-mobyr,3852,aguço a ponta dela
sejamos bons para aqueles homens,t'i marangatu apó abá pé,3853,sejamos bons para aqueles homens
confiamos em ti,oroîerobîá nde ri,3854,confiamos em você
"vem, ó meu senhorzinho, para que esteja muito feliz minha alma por causa do teu nascimento","eîori, xe îarĩ gûé, ta sorybeté xe 'anga nde 'aragûera resé",3855,"vem, ó meu senhorzinho, para que minha alma esteja muito feliz por causa do seu nascimento"
as moças habitantes das aldeias,kunhãmuku taba pora,3856,as moças habitantes das aldeias
"reproduzi-me, procriei",aîeapyká,3857,"reproduzi-me, procriei"
lançaste algum menino que estava aconchegado a ti sobre ti por desejo sensual?,ereîtykype kunumĩ amõ nde abiîxûara nde 'arybo moropotara suí?,3858,lançou algum menino que estava aconchegado a você por desejo sensual?
esbofeteei a nuca dele,aîatuá-petek,3859,esbofeteei a nuca dele
nós somos numerosos,oré re'yî,3860,nós somos numerosos
"eu sou aquele em quem se deve acreditar, o que tem nome guaixará","ixé serobîarypyra, gûaîxará seryba'e",3861,"eu sou aquele em quem se deve acreditar, o que tem nome Guaixará"
faço agouros para ele,asaybõ,3862,faço agouros para ele
eu fiz confusão,xe apererá,3863,eu fiz confusão
mais que a roupa batida é a brancura de sua alma,akó aoba i putukapyra sosé o 'anga tinga,3864,mais que a roupa batida é a brancura de sua alma
gordura de vaca,tapi'i-kaba,3865,gordura de vaca
eu não estou forte,na xe pyatãî,3866,eu não estou forte
ele está boquiaberto,i îurupukĩ ahẽ oîkóbo,3867,ele está boquiaberto
amarra tua rede ao lado de mim,eîotĩ nde kesaba xe porupi,3868,amarre sua rede ao lado de mim
não! meu quinhão és tu!,aã! xe potaba nde!,3869,não! meu quinhão é você!
uma púrpura colocando nele,amõ aopyranga mondepa sesé,3870,uma púrpura colocando nele
fiz-lhe dentes,asãîngá,3871,fiz dentes para ele
queres sair em vão de debaixo de nossas mãos,eresẽ-potá tenhẽ oré pó gûyra suí,3872,vocês querem sair em vão de debaixo de nossas mãos
"levou sua mãe e seus discípulos sobre o cume do monte chamado ""das oliveiras""",ybytyra olivete seryba'e apyra 'arybo o sy o boîá rerasóû,3873,"levou sua mãe e seus discípulos para o cume do monte chamado ""das oliveiras"""
tinjo-lhe os pés,aîpy-gûang,3874,tinto os pés dele
"perdoar-lhe-ia nosso senhor se ele lhe dissesse ""-perdoa tu a mim""?","i nhyrõ nhẽpemo îandé îara i xupé ""nde nhyrõ ixébe"" o îoupé i 'erememo?",3875,"nosso Senhor perdoaria se ele dissesse ""-perdoa você a mim""?"
a senhora desta aldeia compadece-se grandemente das pessoas,kó tabyîara ndaeté i poraûsubari,3876,a senhora desta aldeia se compadece grandemente das pessoas
fi-la engravidar,aîmomburu'a,3877,fiz ela engravidar
"os que estão em maratauá acreditam em minhas palavras, entregando suas almas em minhas mãos","marataûãme tekoara ogûerobîá xe nhe'enga, xe pópe o 'anga me'enga",3878,"os que estão em maratauá acreditam em minhas palavras, entregando suas almas em minhas mãos"
"o fujão, o que tem costume de fugir",kanhembora,3879,"o fujão, aquele que tem o costume de fugir"
"peso de orelha, orelheira",nambi-paîa,3880,"peso de orelha, orelheira"
eu sou torto do olho,xe resab,3881,eu sou torto do olho
levantadoras de mentiras,mo'ema mopu'ambara,3882,levantadoras de mentiras
"ele, com seu trabalho, ajudou-o",a'e o porabykysaba pupé oîpytybõ,3883,"ele, com seu trabalho, ajudou a ele"
"mal a gente diz algo, já se irrita",îeperibe'ĩ asé marã i 'éû onhemoŷrõ ymûan,3884,"mal a gente diz algo, já se irrita"
"caem às vezes os frutos de suas árvores, sendo ainda flores, outras vezes caem em seu estado verde","okuî rakó amũme 'ybarambûera o 'yba suí 'ybotyramo oîkóbo bé, amõ rakó ogûakyra pupé i kuî",3885,"às vezes caem os frutos de suas árvores, ainda sendo flores, outras vezes caem em seu estado verde"
"como vês, eu sou muito forte, um diabo que domina as guerras","irõ, xe ratãngatu, anhanga maranyîara",3886,"como você vê, eu sou muito forte, um diabo que domina as guerras"
o que tem sede de justiça,tekokatu 'useîtara,3887,aquele que tem sede de justiça
tamanduá topetudo,tamandûá-atyrabebó,3888,tamanduá topetudo
"lugar em que o sol se põe, poente, oeste",kûarasy reîkeaba,3889,"lugar em que o sol se põe, poente, oeste"
"querendo tua virtude, detesto minha cultura antiga","nde rekokatu potá, aroŷrõ xe rekopûera",3890,"querendo sua virtude, detesto minha cultura antiga"
não há absolutamente servos meus,n'i tyb-angáî xe boîá,3891,não há absolutamente servos meus
mudei-a,aseyî,3892,mudei ela
seguindo o rastro das mulheres,kunhã rakypûemondóbo,3893,seguindo o rastro das mulheres
"dizendo maldades à toa para alguém, dando-lhe má fama","abá supé marã o'îabo tenhẽ, i moerapûana",3894,"dizendo maldades à toa para alguém, dando a ele má fama"
por longo espaço de tempo ele se deteve,ymûanĩ ahẽ rekóû,3895,por longo espaço de tempo ele se deteve
virá novamente jesus cristo do céu?,our-y bépe irã jesus cristo ybaka suíne?,3896,Jesus Cristo virá novamente do céu?
eu sou um homem soberbo,abá-porerobîare'yma ixé,3897,eu sou um homem soberbo
entreouvi tuas palavras,asendubaíb nde nhe'enga,3898,ouvi suas palavras
"é mole, está sob as mãos do diabo","i membek, anhanga pó gûyrybo nhẽ sekóû",3899,"é mole, está sob as mãos do diabo"
vem para ver tua futura terra,îandé repîaka our! - veio para nos ver! eîori nde retamûama repîaka,3900,vem ver sua futura terra
"eu, o diabão assado","xe, anhangusu-mixyra",3901,"eu, o diabão assado"
essa é uma cidade?,tabusupe ûĩ?,3902,essa é uma cidade?
que se alegrem nossos filhos!,ta sory îandé ra'yra !,3903,que nossos filhos se alegrem!
"produtivo, de bom rendimento",ybykûab,3904,"produtivo, de bom rendimento"
surpreendi os pecadores,angaîpaba aîpokosu,3905,surpreendi os pecadores
"havemos de chegar ao céu, ao lugar em que tu te revelas",t'orobasẽne ybakype nde îepîakukasápe,3906,"vamos chegar ao céu, ao lugar em que você se revela"
estais na condição de fetos de vosso senhor,peín pe îara momburu'abamo nhẽ,3907,vocês estão na condição de fetos de seu senhor
minha barba branca,xe rendybaá-tinga,3908,minha barba branca
"vituperaste pelas costas a teu pai, a teu mestre?","ereîkupeanga'ope nde ruba, nde mbo'esara?",3909,"você vituperou pelas costas a seu pai, a seu mestre?"
queimou tua alma o fogo dele,nde 'anga osapy satá,3910,o fogo dele queimou sua alma
eu estou esquelético,xe kangûer,3911,eu estou esquelético
quando virá?,moîrãpe turine?,3912,quando virá?
"resististe a teu marido quando quis chegar-se a ti, estando deitada longe dele?",ereîmomaranype nde mena nde reroby-potareme i amongoty eîupa?,3913,"você resistiu a seu marido quando ele quis se aproximar de você, estando deitada longe dele?"
bem feito para o maldito! seus fígados hão de ser minha porção,iîá muru! i py'apûera xe potabamo t'oîkó,3914,bem feito para o maldito! seus fígados hão de ser minha porção
aí são muitas as mulheres que se estão oferecendo para deus,a'epe se'yî kunhã tupã supé onheme'engyba'e oîkóbo,3915,aí são muitas as mulheres que estão se oferecendo para Deus
vou por minha vontade,xe remimotarybo asó,3916,vou pela minha vontade
eu tenho inclinação a me irritar,xe nhemoŷrõndûer,3917,eu tenho inclinação a me irritar
bem nesse momento perdoou a pilatos,a'eîbé pilatos supé oîerekûabamo,3918,bem nesse momento ele perdoou a Pilatos
mas esconde-me tu dele!,xe mĩ-te îepé i xuí!,3919,mas você me esconde dele!
ficam invocando a morte,osekyî-sekyî te'õ,3920,ficam invocando a morte
não trouxe nenhum parati,nd'aruri amõ parati,3921,não trouxe nenhum parati
eu tenho os buracos das orelhas perdidos,xe apysakûá-kanhem,3922,eu tenho os buracos das orelhas perdidos
"e os rapazes que perseguem mulheres, fugindo sempre?","a'epe kunumĩgûasu kunhã oîmomosemba'e, onhegûasema memẽ?",3923,"e os rapazes que perseguem mulheres, sempre fugindo?"
rocei,aka'anupã,3924,rocei
"ah, eu fui muito pecador!",xe angaîpabeté'i ra'u mã!,3925,"ah, eu fui muito pecador!"
embrulhei-o,aîapugûar,3926,embrulhei-o
em sua terra,setãme,3927,em sua terra
e este?,a'e-p'ikó?,3928,e este?
que recrudesça minha antiga maldade!,t'oîepun xe marandûera!,3929,que recrudesça minha antiga maldade!
"igualmente, após dá-lo à luz, estando virgem","a'erame'ĩ i mbo'ar'iré, omarane'ymamo",3930,"igualmente, após dar à luz, estando virgem"
apanho caranguejos,ausá-'ok,3931,apanho caranguejos
faço que não o vejo,n'asepîake'ym-a'ubi,3932,faço de conta que não o vejo
tu te importas com teu filho?,nde putupápe nde ra'yra resé?,3933,você se importa com seu filho?
temos nossas coisas comuns,îarekó îandé îomba'e,3934,temos nossas coisas em comum
mulher viúva,kunhã-mene'õ,3935,mulher viúva
eu hei de ser bom,xe katupe ká,3936,eu hei de ser bom
o marido dela não temeu comê-lo,i mena nd'o'u-poûsubi,3937,o marido dela não teve medo de comê-lo
certamente vemos sempre as marcas de seus pés,anhẽ serã îasepîak îepi i py-pora,3938,certamente sempre vemos as marcas de seus pés
benze a gente sua comida?,osobasápe asé o emi'urama?,3939,benze a gente a sua comida?
moro de parede-meia,apyri aîkó,3940,moro de parede-meia
banco redondo,apykabapu'a,3941,banco redondo
nossos cadáveres levantar-se-ão todos?,asé re'õmbûera pu'am-pabine?,3942,nossos cadáveres se levantarão todos?
os dons do espírito santo,espírito santo remime'enga,3943,os dons do Espírito Santo
"após arrependerem-se de seu procedimento, os índios vão confessar-se","o ekó moasy riré, abá sóû îemombegûabo",3944,"após se arrependerem de seu procedimento, os índios vão confessar-se"
mata,oîuká,3945,mata
as crianças que completam dois anos,pitanga mokõî ro'y omoaûîeba'e,3946,as crianças que completam dois anos
bordei-o,asemberung,3947,bordei-o
parece flutuar,obebuî-berame'ĩ,3948,parece flutuar
fiz confusão,arekorekó,3949,fiz confusão
"obedecei ao padre, vosso mestre","pesapîá abaré, pe mbo'esara",3950,"obedeçam ao padre, seu mestre"
"é ele o que dá o bem desses, com certeza",a'e aé koba'e katu me'engara re'a,3951,"é ele quem dá o bem desses, com certeza"
qual é o nome do chefe dos anjos que confiam em deus?,marãpe karaibebé tupã resé îerobîasara rubixaba rera?,3952,qual é o nome do chefe dos anjos que confiam em Deus?
minhas palavras engasgadas,xe nhe'ẽ-pa'ama,3953,minhas palavras engasgadas
ele me deixou sem palavras,xe nhe'ẽmbyk ahẽ,3954,ele me deixou sem palavras
fá-los-ei voar comigo,arobebéne,3955,fá-los-ei voar comigo
"não me chames pelo nome diante dele, senão me mata!","xe renõî umẽ îepé i xupé, na xe îukáî!",3956,"não me chame pelo nome diante dele, senão ele me mata!"
chegou a nós sua luz para sempre,osyk oré ri sendy îepinhẽ,3957,chegou a nós sua luz para sempre
nó da garganta,aseó-kytã,3958,nó da garganta
sigo-lhe o rastro,asakypûembour,3959,sigo seu rastro
"invocaste o anhanga, o taguaíba, o curupira, o jurupari ou a morte para alguém?","eresykyîpe anhanga, tagûaíba, kurupira, îurupari koîpó te'õ abá supé?",3960,"Você invocou o anhanga, o taguaíba, o curupira, o jurupari ou a morte para alguém?"
empanturrei as pessoas,aporomoebykatã,3961,Eu empanturrei as pessoas.
numa certa noite,putuna amõ resé,3962,Em uma certa noite.
nossas coisas mútuas,oré îomba'e,3963,Nossas coisas mútuas.
o que pede ao pajé por trabalhos,marãtekorama resé paîé mongetasara,3964,O que pede ao pajé por trabalhos.
confundindo as aldeias desde a galiléia,taba moapaîugûá-îugûábo galilea suí-katu,3965,Confundindo as aldeias desde a Galiléia.
"eis que a todos nós vence, como também já venceu os antepassados",opá ã îandé moaûîéû tamyîpagûama moaûîé ymã îabé bé,3966,"Eis que a todos nós vence, como também já venceu os antepassados."
que vá guaixará para o fogo!,gûaîxará t'osó tatápe!,3967,Que vá guaixará para o fogo!
o que retribui verdadeiramente o amor de deus a si,tupã o aûsuba poepykareté,3968,O que retribui verdadeiramente o amor de Deus a si.
por isso mesmo os escravos festejam este dia,nd'e'i te'e miasûbetá ikó 'ara momoranga,3969,Por isso mesmo os escravos festejam este dia.
"caem algumas vezes os frutos de suas árvores, sendo ainda flores, outras vezes em seu estado verde, outras vezes caem após seu amadurecimento","okuî rakó amũme 'ybarambûera o 'yba suí 'ybotyramo oîkóbo bé, amõ rakó ogûakyra pupé i kuî, amõ rakó ogûaîub'iré i kuî",3970,"Caem algumas vezes os frutos de suas árvores, sendo ainda flores, outras vezes em seu estado verde, outras vezes caem após seu amadurecimento."
terá a mulher ciúmes de seu marido?,sygûyrõpe kunhã o mena reséne?,3971,A mulher terá ciúmes de seu marido?
desarmaste as armadilhas de teu próximo?,ereîmopyĩpe nde rapixara mundé?,3972,Você desarmou as armadilhas de seu próximo?
tu és guardião de mim,nde morerekoar xe ri,3973,Você é guardião de mim.
eia de novo!,ne'ĩ bé!,3974,Eia de novo!
o que está tingido de jenipapo,i îanypapyxunyba'e,3975,O que está tingido de jenipapo.
"o que rompe o sangue de uma moça, o que a desvirgina",kunhataĩ rugûy kasara,3976,"O que rompe o sangue de uma moça, o que a desvirgina."
"o sol brilha, certamente, após passar a grande noite","kûarasy, nipó, oberá, putunusu kûab'iré",3977,"O sol brilha, certamente, após passar a grande noite."
esbofeteaste as têmporas de alguém?,ereî'atypetekype amõ abá?,3978,Você esbofeteou as têmporas de alguém?
canoa de junco,piripiri-ygara,3979,Canoa de junco.
"não é minha escrava, mas, sim, minha esposa","na xe remiaûsuba ruã, xe remirekó a'e",3980,"Não é minha escrava, mas sim, minha esposa."
antigamente esses habitantes da aldeia sob minhas mãos estavam,akûeîme kó tabygûara xe pó gûyrybo sekóû,3981,"Antigamente, esses habitantes da aldeia estavam sob minhas mãos."
quarto traseiro que se parte de um animal ou de uma pessoa,ugûera,3982,Quarto traseiro que se parte de um animal ou de uma pessoa.
guardião dos tapuias,tapuîa rarõsara,3983,Guardião dos tapuias.
"são muitas, com efeito, as grandes igaçabas",setá nhẽ ygasabusu,3984,"São muitas, de fato, as grandes igaçabas."
contigo sempre estou,nde resé memẽ oroîkó,3985,Contigo sempre estou.
saída de gente,morosema,3986,Saída de gente.
o que manda matá-lo,i îuká-ukasara,3987,O que manda matá-lo.
"eu tenho bom abrigo, eu estou bem abrigado","xe 'ang - eu tenho abrigo, eu estou abrigado xe 'ãngatu",3988,"Eu tenho bom abrigo, eu estou bem abrigado."
"peixão, peixe grande",piragûasu,3989,"Peixão, peixe grande."
por longo tempo ele se deteve,ymûanĩ ahẽ rekóû,3990,por muito tempo ele se deteve
aguço-a,asapûapin,3991,aguço-a
abraçando a cintura de teu companheiro,nde rapixara ku'a îubana,3992,abraçando a cintura do seu companheiro
"o que é circuncidado, o que tem o prepúcio cortado",i 'amopikytĩpyra,3993,"o que é circuncidado, o que tem o prepúcio cortado"
a que coisa chamamos graça?,mba'e supépe asé graça i 'éû?,3994,a que coisa chamamos graça?
"detrás da casa, atrás da casa",ó-kupépe,3995,"atrás da casa, atrás da casa"
"vem, coisa fedorenta, coisa nojenta, borá!","eîori, mba'enem, mba'e-poxy, mborá!",3996,"vem, coisa fedorenta, coisa nojenta, bora!"
come moderadamente,nde îanhõte mba'e e'u,3997,coma moderadamente
castrei-os,asapi'anupã,3998,castrei-os
acudi-o,asopenhan,3999,acudi-o
mas minha sujeira era muita,xe ky'a-te turusu,4000,mas minha sujeira era muita
"ah, quem me dera o tivesse matado!",aîukámo mã!,4001,"ah, quem me dera tê-lo matado!"
apressei-me muito,anhemoaîu-katu,4002,apressei-me muito
vê bem a tua frente para que não te percas no caminho do céu,esepîá-katu nde renonderama ybaka pîarype nde ropare'ymamo,4003,veja bem à sua frente para que não se perca no caminho do céu
não querendo conversar com ele,i mongetá-potare'yma,4004,não querendo conversar com ele
tu mesmo assim procedeste,nde aé ipó emonã ereîkó,4005,você mesmo assim procedeu
eu sou arisco,xe resaeté,4006,eu sou arisco
"tu voltas o rosto para trás, olhando com a ponta dos olhos, sorrindo, espreguiçando-te","nde atybak, nde resá-popybo ema'ẽmo, epukamirĩamo, eîepokábo tenhẽ",4007,"você volta o rosto para trás, olhando com a ponta dos olhos, sorrindo, espreguiçando-se"
nós somos gêmeos,oré kõî,4008,nós somos gêmeos
ela tem pecados variadíssimos,i angaîpá-pará-pará,4009,ela tem pecados variados
seus fígados hão de ser minha porção,i py'apûera xe potabamo t'oîkó,4010,seus fígados hão de ser minha porção
"assim tratado, certamente fica bem, satisfazendo-se com o que o distingue","emonã serekopyra, rakó opytá-katu, o apysykamo o moingoeara ri",4011,"assim tratado, certamente fica bem, satisfazendo-se com o que o distingue"
"é formosa, certamente, a lua, vindo com sua grande face","i aysó, nipó, îasy, og obagûasu reru",4012,"é formosa, certamente, a lua, vindo com sua grande face"
que quebres suas cabeças,i akanga t'ereîoká,4013,que quebrem suas cabeças
flechou-me em lugar vital,xe aépe xe ybõû,4014,flechou-me em lugar vital
enquanto eu o faço,ixé i monhanga pukuî,4015,enquanto eu o faço
durmo com roupa,aroker aoba,4016,durmo com roupa
enxuguei-o,aîmokang,4017,enxuguei-o
os pecadores que não se confessam bem,i angaîpaba'e onhemombe'ukatue'ymba'e,4018,os pecadores que não se confessam bem
não queiras nem um pouquinho que eu vá para o fogo,eîpotá-mirĩ umẽ tatápe xe soaûama,4019,não queira nem um pouquinho que eu vá para o fogo
fiz que não o conhecia,n'aîkugûabe'ym-a'ubi,4020,fiz de conta que não o conhecia
receando por suas almas,o 'anga resé oîeangûabo,4021,temendo por suas almas
"quer ter relações sexuais com ela, como de costume",oîkó-potá sesé îandu,4022,"quer ter relações sexuais com ela, como de costume"
eu estou caindo de sono,xe kerapará-parar,4023,estou caindo de sono
faze-me tu valente para que eu me oponha ao maldito,"xe mopyatã îepé, t'apu'am muru resé",4024,faça-me você valente para que eu me oponha ao maldito
"com um neto ou uma neta, com algum descendente não pode ninguém se casar",o emiminõ koîpó o emiarirõ amõ îeapyká resé nd'e'ikatuî abá omendá,4025,"com um neto ou uma neta, com algum descendente ninguém pode se casar"
fiz fogueira,aîatapygûasu,4026,fiz uma fogueira
o cão é ávido,i mba'epotar îagûara,4027,o cão é ávido
"não perdoam, não são afáveis","n'i nhyrõî, n'i îerekûabi",4028,"não perdoam, não são afáveis"
eu estou liso,xe sym,4029,estou sem dinheiro
chefe dos que ficaram no céu,ybakype opytaba'epûera rubixaba,4030,chefe dos que ficaram no céu
santa maria é o nome dela,santa maria sera,4031,Santa Maria é o nome dela
canto dela,sendybangã,4032,canto dela
"na ponta, no punho da rede",apy anhãî,4033,"na ponta, no punho da rede"
argola de ferro,itá-apynha,4034,argola de ferro
colher de madeira,ybyrá pesẽ,4035,colher de madeira
depressa haja minha comida!,keremẽ xe remi'u rekoaba!,4036,depressa traga minha comida!
eu sou hábil,xe pokarugûar,4037,sou hábil
a lua foi comida,îasy mba'e i 'upyra,4038,a lua foi comida
embelezou-te grandemente,ndaeté nde momorangi,4039,embelezou-te grandemente
"um rapaz, não chegando aos catorze anos, não pode casar-se com ninguém","kunumĩgûasu catorze ro'y resé i xyke'yma, nd'e'ikatuî abá resé omendá",4040,"um rapaz, não chegando aos catorze anos, não pode se casar com ninguém"
"como a gente faz à tarde, antes de dormir?","marãpe asé rekóû karukeme, o ker-y îanondé?",4041,"como a gente faz à tarde, antes de dormir?"
eu estou corcunda,xe aŷpyasur,4042,estou corcunda
fazendo desaparecer nossa morte,îandé re'õ mokanhema,4043,fazendo desaparecer nossa morte
var de peneira,urupemusu,4044,vara de peneira
"eva, nossa mãe primeira, atraiu-se muito pelo belo fruto","eva, îandé sy-ypy, onhemomotar-eté 'ybá-poranga resé",4045,"Eva, nossa mãe primeira, se atraiu muito pelo belo fruto"
caí,agûyapy,4046,caí
"e a mim é que faz vir hoje para vos empurrar, enxotando-vos desta sua terra","xe-te xe mboú kori pe moanhana, pe mondóbo ikó setama suí",4047,"e a mim é que faz vir hoje para empurrá-los, enxotando-os desta sua terra"
façamo-lo cair conosco no fogo para fazê-lo queimar conosco,îaro'a tatá pupé serokaîa,4048,façamos ele cair conosco no fogo para fazê-lo queimar conosco
"mal a gente diz algo, já se irrita","îeperibe'ĩ asé marã i 'éû, onhemoŷrõ ymûan",4049,"mal a gente diz algo, já se irrita"
lanço [à água] a canoa,aîtyk ygara,4050,lanço a canoa à água
"embora seja vinho, tão logo pronuncie o padre as palavras de nosso senhor jesus cristo, é seu sangue, na verdade","kaûĩ biãaûîé, îandé îara îesu cristo nhe'engûera abaré sa'angireme, sugûyramo nhẽ sekóû",4051,"embora seja vinho, assim que o padre pronunciar as palavras de nosso Senhor Jesus Cristo, é seu sangue, na verdade"
por ser coisa que deve ser dividida,mba'eramo i moîa'okypyra rekóreme,4052,por ser algo que deve ser dividido
nem por isso vou para longe,naroîaî mamõ xe sóû,4053,nem por isso vou me afastar
aquele em quem se deve acreditar,serobîarypyra,4054,aquele em quem se deve acreditar
por que razão eu o levaria?,marãmope xe serasóû?,4055,por que razão eu o levaria?
"comemoramos este dia, lembrando-nos do tempo em que nô-la fizeram alcançar",sesé îandé moîekosupagûera resé îandé ma'enduaramo kó 'ara îaîmoeté,4056,"comemoramos este dia, lembrando-nos do tempo em que nos fizeram alcançar"
"antes dessas mortes, um certo homem muito mau, chamado anti-cristo, virá, exaltando-se",aîpó te'õ îanondé irã amõ abá-angaîpabeté anti-cristo seryba'e ruri onhemoetébo,4057,"antes dessas mortes, um certo homem muito mau, chamado anticristo, virá, exaltando-se"
"oh, oxalá viesse!","té, temõ oú mã!",4058,"oh, tomara que viesse!"
por que ele vive tendo coisas boas mais que eu?,marãmo ahẽ rekóû o mba'ekaturamo xe suí?,4059,por que ele vive tendo coisas boas mais do que eu?
ouve,esendu,4060,ouça
menor ainda que eu,xe gûyri bé,4061,menor ainda do que eu
por isso mesmo os moços entram sempre no lugar de beber cauim,nd'e'i te'e kunumĩgûasu oîkébo memẽ kagûápe,4062,por isso mesmo os jovens sempre entram no lugar de beber cauim
receio levá-lo,arasó-poûsub,4063,receio levá-lo
"curou-o, somente tocando sua orelha, imediatamente fazendo-a sarar, grudando-a","oîposanong, i nambi atõîa nhote, aûnhenhẽ i monga'ẽmo, i moîepotá",4064,"curou-o, apenas tocando sua orelha, imediatamente fazendo-a sarar, grudando-a"
fizeram feridas por seu corpo todo?,seté îakatupe ybŷá i moperé-perebi?,4065,fizeram feridas por todo o seu corpo?
"não vitupereis as pessoas, ó meus filhos, para que tenhais seus bens","pe poroanga'o umẽ, xe ra'yr-y gûé, ta perekó i mba'e",4066,"não vituperem as pessoas, ó meus filhos, para que tenham seus bens"
eu enviuvei,xe remirekoe'õ,4067,eu fiquei viúvo
"abaixo de mim, mais pequeno que eu",xe gûyri,4068,"abaixo de mim, menor que eu"
tu te enfureceste por causa de alguém?,nde marãmotarype abá resé?,4069,você se enfureceu por causa de alguém?
"vomitaste cauim, brigando por causa dele?","ereîmoîebype kaûĩ, sesé nde apore'ymamo?",4070,"você vomitou cauim, brigando por causa dele?"
escapuli das mãos dele,aîpomogûab,4071,escapuli das mãos dele
eis que a cada páscoa um prisioneiro fazeis-me libertar sempre,aretegûasu îabi'õ ã mundepora moîepé peîmosemukar ixébe îepi,4072,eis que a cada Páscoa vocês me fazem libertar um prisioneiro
ele se lembra,i ma'enduar,4073,ele se lembra
ali ficai enquanto eu não vos informar acerca de vossa futura volta,ebapó ta peîkó pe îebyragûama resé ixé nde momorandube'yma pukuî,4074,fiquem ali enquanto eu não informar vocês sobre sua futura volta
"que eu não adoeça, comendo-o",ta xe maran umẽ i gûabo,4075,"que eu não adoeça, comendo-o"
dentro dessa igreja maria cresceu,kó tupãoka pupé maria kakuabi,4076,"dentro dessa igreja, Maria cresceu"
socador de pilão,ungûá-obaîara,4077,socador de pilão
"eles, na verdade, em três pessoas se distinguem, na união de seu único ser divino","a'e anhẽ mosapyr pessoaamo i îa'oki, oîepé og ekó-karaíba îese'ara pupé nhẽ",4078,"eles, na verdade, se distinguem em três pessoas, na união de seu único ser divino"
por que não te escondes?,marãpe nd'erenhemimi?,4079,por que você não se esconde?
a mim certamente é que vós procurais,xe ipó xe rekar peîepé,4080,a mim certamente é que vocês procuram
rapamos nesta medida,nãmo oroapin,4081,rapamos nesta medida
após tocar em seu segundo cônjuge,i mendá-mokõîa resé i byk'iré,4082,após tocar em seu segundo cônjuge
é o suficiente?,aûîé ruãpe?,4083,é o suficiente?
tomara não seja eu o que jazerá primeiro,n'aîkóî ipó irã tuîba'eramo ranhẽne re'a,4084,tomara que não seja eu o que jazerá primeiro
"antigamente estava aflito, praticando meus vícios","akûeîme aîkotebẽ, xe rekopoxy purûabo",4085,"antigamente estava aflito, praticando meus vícios"
"tende-o por vontade, tende-o para matá-lo","perekó potasábo é, perekó i îukábo",4086,"têm-no por vontade, têm-no para matá-lo"
dois homens,mokõî apŷaba,4087,dois homens
"não existem mais as suas antigas terras todas, desde então, não contêm muita coisa",n'i tybangáî setãmbûera opá akûeîme n'i poretáî,4088,"não existem mais as suas antigas terras todas, desde então, não contêm muita coisa"
hoje eu deveria ir,kori temone asómo,4089,hoje eu deveria ir
"pena de tucano para dança (isto é, pena que os índios levavam comumente quando dançavam",tukana tá-poraseîa,4090,"pena de tucano para dança (isto é, pena que os índios levavam comumente quando dançavam)"
