source_text,target_text
eu mato vocês,ixé opoîuká
eu estou em guerra,xe marãmotar
não já assim,na emonani
preparem-se!,peîemosako'i!
eu tenho covinhas,xe pygûaî
ainda o faço,a'é byter i monhanga
"ah, quem me dera que eu tivesse ido!",asó me'ĩmo mã!
então matarei alguns,a'ereme amõ aîukáne
não trabalhamos neste dia,n'îaporabykyî kó 'ara pupé
minha pele tem tinga,xe tĩ-titing - meu nariz tem titinga xe py-titing - meus pés têm titinga xe pi-titing
eu o endireitei,aîapengok
"o que é comum é aquela mulher espedaçar nossas cabeças, derrubando-nos",sekoaba'e kûé kunhã oré akanga i apiti oré moapará-pará
ele há de morrer!,t'omanõ ká!
renderam-se os oponentes,i aûîé mu'amarûera
a companheira de minha mãe,xe sy'yra
eu estou muito arrepiado,xe pita'i-ta'i
eu emerjo como que do fundo,ypy suí berame'ĩ abur
por isso mesmo todos os homens emagrecerão,nd'e'i te'e opá abá angaîbaramo-ne
desinteresse pela lei de deus,tupã rekó resé nhemoryryîe'yma
façam-nos viver,oré moingobé îepé
"por conhecê-lo, agora amo você","a'e kuapápe, ko'y asaûsu"
não durei,nd'aîkopukuî
"e não confessando ser parente, de fato, de seu marido ou de sua esposa, o que acontece?","a'epe o mena koîpó o emirekó mũetéramo sekó mombe'ue'yma, marã?"
ouvi suas palavras,asendubaíb nde nhe'enga
"batizou-me, verdadeiramente, o padre",xe reroketé pa'i
"estorvo do anzol, isto é, corda com que se reata isso",pindá-aŷpypûasaba
destile suas lágrimas,nde resa'y eîmondyky
animal quadrúpede que não se come,so'o-aíba
"por isso mesmo eles estão felizes, pela permanência dele junto à casa de deus","nd'e'i te'e og orybamo, tupãó-pyri i pytasagûera resé"
atiro-a,asa'ang
não poderá doravante juntar-se à sua esposa,nd'erekatuî xûé angiré nde remirekó rerobyka-ne
faz-me sair sempre da aldeia o padre,xe mosẽ memẽ taba suí abaré
não vou te denunciar,nd'oromombe'uî xóne
serão muitos os fatos que assustarão as pessoas,setá tekó oporomondyîba'ene
você deixou de ouvir a missa?,ereîmopanemype missa renduba?
queimemo-lo!,t'ixapy! ou ixapy!
quantos são esses deuses?,mobype a'e tupã?
"acredita, meu padrinho, hão de te aprisionar hoje","erobîá, xe rubangaba, ta nde moembiá kori"
eu estou mal,xe karasy
"aprenda sobre a palavra de deus, em que crerá",onhembo'e tupã nhe'enga o emierobîarama resé
"caem algumas vezes os frutos de suas árvores, sendo ainda flores, outras vezes em seu estado verde, outras vezes caem após seu amadurecimento.","okuî rakó amũme 'ybarambûera o 'yba suí 'ybotyramo oîkóbo bé, amõ rakó ogûakyra pupé i kuî, amõ rakó ogûaîub'iré i kuî"
"sofreu, suportando o fogo, tendo alegria após sua morte","sosang, tatá porarábo, o manõ riré toryba rerekóbo"
água doce,y-eté
"pois, se um homem guarda seu próprio filho, quanto mais deus se compadecerá de nós","abá abiã é o a'yra ogûerekó-katu, memetipó tupã asé raûsubáne"
os cravos penetram dentro de sua alma,oîké itapygûá nde 'anga pupé
procuramos jesus nazareno,iesu nazareno orosekar
"o que é totalmente conhecido, coisa notória por fama",i kugûabypypabẽ
"embora me evoques os atos, daqueles me arrependi, bem resgatando-os também","xe rekoekyî îepé, a'epûera aîmoasy, i mboepykatûabo bé"
estavam felizes ao me ver,sory-katu xe repîaka
"raiz fedorenta, saporema, doença que ataca as plantas",sapó-rema
"em dois dias e no tempo de se fazer o terceiro, voltou a viver",ara mokõî i momosapysaba pupé o ekobeîebyri
o que perseguiu o cão de seu próximo.,o apixara reîmbaba îagûara remimomosẽgûera
fiquei esfregando-o com algo gorduroso,aîkyty-kytyk mba'e-kagûera pupé
"homem apessoado, gentil-homem",abá-matuetegûasu
"estando doente, de verdade, não a ouviu, ou sendo preguiçoso?",nde mba'easyramo épe nd'eresendubi koîpó nde ate'ymamo nhẽ?
"eu tenho fôlego apressado, eu tenho muito fôlego",xe pytubapûan
"meu ex-marido deve ser, com certeza, o finado piracaém","xe mendûera ipó re'ĩ, piraka'ẽ amyrĩ!"
"vem para me fazer regozijar, dando sua boa lei","îori xe moîekosupa, nde rekokatu me'enga"
"como o vento zune, tremendo por causa de sua bravura","ybytu îabé osunung, î abaeté suí osyîa"
"vem, diga o nome, ó sim, dos que você venceu por aí","îori, esenõî angá kûeîbo nde remimoaûîé"
"minha nação, outrora, estava de acordo com a cultura primeira","xe anama, erimba'e, tekó-ypyramo sekóû"
você procedeu segundo a determinação do padre?,ereîkópe abaré nde moingoaba rupi?
vêm em vão para me afastar,oú tenhẽ xe pe'abo
vamos pelo seu caminho.,t'îasó sapépe
não temos a ver com isso,nd'oroîkóî aîpó resé
não de outra forma eles me combaterão,na marandé ruã i pokoki xe rine
essas serão seu futuro assado,aîpó nde remixyrama
"antigamente estava aflito, praticando meus vícios","akûeîme aîkotebẽ, xe rekopoxy purûabo"
antes de sua velhice,o tunhãba'e e'ymebé
"muito bem, eis que aqui estou, trazendo para você estes siris","auîebeté kó aîkó, ndébo ko siri reru"
fulano está muito atrás de mim,xe resé-katu ahẽ rekóû
não conhece a preocupação com sua própria morte,ogûe'õnama resé nheangerekó n'oîkuabi
uma criancinha você é,pitangĩnamo ereîkó…
diante de uma madeira a gente se inclina?,ybyrá supé nhẽpe asé îerokyû?
arranque o seu nome para que você seja muito famoso,eîerok ta nde rerapûãngatu
sob suas mãos estamos,nde pó gûyrype oroîkó
dizem que o homem fez assim antes,emonã îé abá rekóû rãé
eu tenho a boca aberta,xe îuru-îaî
"eia, afaste-me depressa!",ne'ĩ taûîé xe reîyîa!
sujeira do menino,kunumĩ a'uba
faço muito barulho ao andar,xe py-ambugûasu
mas me esconda seu dele!,xe mĩ-te îepé i xuí!
"mulher bondosa, uma virgem",kunhã-angaturama ababykagûere'yma
dar também o quinhão de deus naquilo que plantou primeiro,o emitymbûerypy pupé tupã potá-me'engano
"você passou as mãos em alguma virilha de mulher, estando enternecido?","erepo'ẽpe kunhã rapopé amõ pupé, nde akyramo?"
não há como passar por mim para os que caminham,n'i tybi xe rasapaba ogûataba'e supé
veio a aurora,our ko'emytanga
riscaram todo o seu corpo com ferro pontiagudo,opá nde reté raíri itatîãîa pupé
como se eu fosse,xe só îarameté
o cauim que é preparado para meu recebimento,kaûĩ xe renotara
ainda hoje fazendo-os cair,a'ebé kori i mbo'ane
você se enfureceu por causa de alguém?,nde marãmotarype abá resé?
aguço-a,asapûapin
eu sou mal-humorado,xe resakûarasy
"que conheça o caminho do céu, obra de deus","t'oîkuab ybaka piara, tupana remimonhanga"
porventura a tentação é coisa semelhante a um laço?,îusana abŷare'yma nhẽ serã tentação?
por isso mesmo os homens te erigem em dirigente deles.,apŷaba nd'e'i te'e o 'ybamo nde mo'ama
é certeiro esse maldito,i pûakatu kó muru
"têm-no por vontade, têm-no para matá-lo","perekó potasábo é, perekó i îukábo"
as boas obras dos que são bons,i angaturamba'e remimonhãngatu
a que mata seu marido,o mena îukasara
fazendo desaparecer nossa morte,îandé re'õ mokanhema
igualmente a morte está entre os jovens e entre os velhos,oîoîá te'õ rekóû kunumĩgûasu suí tuîba'e suí bé
hei de ser bom,"""xe katupe ká"""
pus-lhe enfeites no rosto,asobá-posanong
como modo de espantar o diabo,anhanga mondyîtabamo
dançaram a noite toda,oporaseî pysaré
pagou outrora por seu proceder assim?,osepyme'engype erimba'e emonã o ekoagûera?
"falando primeiro a seus filhos, que divide",ogûemimoîa'oka ogûa'yra pé ranhẽ onhe'enga
peixe imprestável.,pirá-poxy
"eu sou mediano, não sou grande nem pequeno",xe boîá
perguntou novamente a eles nosso senhor?,oporandu benhẽpe îandé îara i xupé?
eu o tapei,asesaatyká
por isso todos os homens estarão secos,nd'e'i te'e opá abá tiningamo
oxalá chegasse então,temone a'ereme osykamo
eu sou malhado na cabeça,xe 'apititing
eu sou curvadinho,xe aparĩ
"não há ali choro, não há doença, não há fome, sede também não há","n'i tybi a'epe îase'o, mba'easy n'i tybi, n'i tybi ambyasy, 'useîa bé n'i tybi"
colocando-o dentro de um túmulo de pedra,itá karamemûã pupé i mondepa
"como forma de honrar sua vinda, comemoramos este dia",turagûera moetesabamo kó 'ara îamoeté
você foi traidor de sua esposa?,eremondarõpe nde remirekó suí?
a morte é a ameaça daqueles que se casam verdadeiramente,te'õ a'e mendasareté momboîsabamo
"acarretar, acarrear",eru-erur
arrebentando as coisas de alguém,abá mba'e mombuka
deixa que eu vá para tentá-los,t'asó sa'anga tenhẽ
nós estamos juntos,oré apûanã
mostre bem o que é essa santíssima trindade,peîmoîekuakatu aîpó santíssima trindade rekó
o que eu ensinei,xe remimbo'epûera
o que é circuncidado,i api'aba'e
"eu, tão somente",ixé anhotenhẽ
o tucum é estopento,tukũ sybyr
ele o faz em muito tempo,e'i ymuanĩ ahẽ i monhanga
ele passou diante de ilhéus,nhoesembé robabo i kûáî
trancei-o,anhopẽ
há algum homem na condição de seu substituto?,oîkobépe amõ abá sekobîaramo?
daquele lugar,ûĩinga suí
ai! por acaso é o lourenço tostado?,kaî! rorẽ-ka'ẽ-piã?
que lancemos fora nossa maldade,t'oroîtyk oré poxy
mas quando a gente se benzerá?,marãneme-tepe asé îobasabine?
"agora mesmo, agora neste instante",ko'yr-y bé
vasilha de sal,îukyruru
o que você faz?,marãpe ereîkó?
santa maria está supondo a aproximação de seu parto,santa maria o membyrá-kakara omo'ã-mo'ang
tolerou o desejo sensual em direção a você?,eresepîakĩpe îopotara nde kotype?
lua minguante,îasy-angaîbara
eu tenho terçol,xe ropepirekó
eu tenho veneno,xe tegûam
"ah, que bom seria a morte do fulano por aí!",marãîasûaramo ahẽ kûepe se'õ mã!
devolva o objeto de seu furto,ogûeroîebyr o mondasagûera
o que trabalha perto de mim,xe pyri marãtekoara
esmigalhei-o,aîkumirik
não me detestam as prostitutas,na xe reroŷrõî sygûaraîybora
"seus amigos, os franceses, trouxeram armas de fogo em vão","saûsupara, aîuruîuba, mokaba ogûeru tenhẽ"
convenço-o,aîmoapapub
o que vai à roça,kopîasoara
meu pensamento,xe 'anga
"por sua vontade é que ele se entregou aos seus adversários, não resistindo?",o emimotarybo épe erimba'e i nheme'engi og upîarama pé onherane'yma?
eu tenho impigem,xe titing
eu tenho puxos,xe rygeasypu'ãpu'am
"vieram para consolá-lo, confortando-o","our i moapysyka, i motagaypa"
"na verdade hei de me enfeitar, me pintando","aûîeté pakó, aîegûak ûinhemoúna"
desempoleirei-o,aseîkûaru'umbok
homem covarde,abá-ekoetee'yma
sossegai longe de mim senão eu queimo vocês,penhemongatu mamõ xe suí n'opoapyî
que recrudesça minha antiga maldade!,t'oîepun xe marandûera!
"embora eles fossem obra dele, alguns anjos se tornaram maus.","aûîeté a'e semimonhangûera, karaibebé amõ amõ oîemoangaîpab"
linha grossa de pescar,pindasã-pokuruba
por que você não quer chorar nem mesmo um pouquinho?,marãpe nd'ereîase'o-mirĩngatutenhẽ-motari?
jazia ao lado de mim,xe ybyri tuî
podemos trocar seu próprio nome?,e'ikatupe asé ogûera rekobîarõmo?
eu tenho muitas bolhas,xe piru'a-ru'a
calei a boca dele,aîîuru-pyk
desobedeci a ele,aîmoabangab
são numerosos os que não são conhecidos,se'yî i kuabypyre'yma
vem ver sua futura terra,îandé repîaka our! - veio para nos ver! eîori nde retamûama repîaka
trouxe as velhas de além de maguéa,gûaîbĩ aru amõ magûeá suí
eu o inventei,aîypymonhang
traz também o tacape!,ingapema bé peru!
"depois disso, os malvados estão, a altas horas, atravessando o interior das ocas","a'e ré, moxy rekóû pysaîé okybỹîa asá-asapa"
bico de pássaro fora do corpo,tĩmbûera
forno para potes,kamusi rapŷaba
como criança estando deitada,pitangamo oupa
"na missa, toma o pão em suas mãos, benzendo-o, sobre ele pronunciando as palavras de nosso senhor jesus cristo","missa pupé miapé rari o pópe, sobasapa, i 'arybo îandé îara îesu cristo nhe'engûera ra'anga"
"nós aparecemos em grande número, éramos muitos",oré akoroí
este é o meu princípio,kó xe ypy
hei de dar ovas de peixe para você,t'ame'ẽne pirá ruba endébo
"somente desejando-a, também tocando nela","i potá nhote, sesé opokoka abé"
deixou de estar sua divindade em seu cadáver?,oîkó-po'ipe i tupã se'õmbûera pupé?
vá à fonte.,kûãî 'ype
quem foge com uma mulher contra sua vontade não pode se casar com ela,kunhã reroîabapara semimotare'yma rupi nd'e'ikatuî sesé omendá
esforce-se por causa de deus,enhemopyatã tupã resé
"os cadáveres estavam lado a lado, ao longo do mar",o îoybyri se'õmbûera paranã ybyri i kûáî
três chefes,mosapyr morubixaba
tragamo-lo!,îaru!
será que eu irei?,asóp'ixéne ri?
piorei muito por meu grande pecado,aîerekoaíbeté xe angaîpá-katu suí
"nossa comida, a que é de cada dia, dá hoje para nós",oré remi'u 'ara îabi'õndûara eîme'eng kori orébe
morreram todos,omanõ-mbá
que ele me leve para seu lugar de felicidade,ta xe rerasó og orypápe
fiz com que ele tivesse vontade de comer.,aîmoîurué
afago-lhe a cabeça,aî'apixyb
você aceitou suas palavras ao dar ordens a você para alguma coisa boa?,ereîmorype i nhe'enga mba'e-katu resé nde pûaîme?
eis que vocês vão,pesó ûĩ
outra coisa,mba'e-aé
a vista dele,sepîaka
traz também a ingapema!,ingapema bé peru!
"isso nosso senhor impede, repelindo-o das pessoas","anga îandé îara oîmoabaíb, morosuí i mondóbo"
tendo alegria após sua morte,o manõ riré toryba rerekóbo
hei de irritar os malditos,"""aîrarõpe muru ká"
"portanto, deixem de crer nele futuramente",emonãnamo peteumẽ irã serobîá
nem sequer um só homem pode livrar-se da morte,oîepé tiruã abá nd'e'ikatuî oîepysyrõmo te'õ suí
os habitantes do céu não desobedecem nem sequer um pouco à vontade de deus?,n'oîmomarã-mirĩ-angáîpe ybakygûara tupã remimotara?
vou mandar fazer farinha,asó u'i pûaîa
faz-te subir consigo hoje.,nde reroîeupi kori
ambas as minhas coxas adormeceram,opá xe uba îesyî
eu pilei as taipas dele,aîybysosok
"ah, sim! ah, já entendi!",tó eẽ
"e os rapazes que perseguem mulheres, querendo escravas bem nas casas de cristãos?","a'epe kunumĩgûasu kunhã oîmomosemba'e, miaûsuba potá nhẽ karaibokype-katu?"
remédio que é a causa da cura de nossa alma,mosanga asé 'anga mombûerasaba
"entregando-me à morte, você me beija o rosto",te'õ supé xe me'enga xe robá-pyter îepé
golpeamos um ao outro,oronheatõî
"você foi gabola, lembrando-se de coisas más?",-nde nhe'engapaparaípe mba'epoxy resé nde ma'enduaramo?
ordei-a,aîkambyamĩ
"deteste-se, emende-se","eîeroŷrõ, enhemomotiasó"
licor de aipim,aîpi 'y
comemoramos seu nascimento,i 'aragûera îaîmoeté
vagem cheia,topé-pungá
eu sou fujão,xe kanhemixûer
"tão logo ouvindo o teu nome, o diabo está tremendo","nde rera rendupa abé, anhanga ryryî okûapa"
parece que é ele,a'e îasûar
"vem para arrancar logo, de dentro dela, o tinhoso","îori sekyîa taûîé, i py suí, serubu"
você matou?,ereîukápe?
"ah, que bom seria se eu tivesse ido ontem!",marãîasûaramo xe sóû kûesé mã!
ribanceira da terra,yby-esapykanga
o que manda um falso pajé sugar outra pessoa,paîé-a'uba supé amõ abá oîxuban-ukaryba'e
cortei seus nervos,aîpytasã-mondok
"de diante deles ele foi, aos poucos, subindo",sobaké suí mbegûé-mbegûé i xóû oîeupi
porventura eu não disse isso tudo?,aîpó nd'a'eî pá ky?
ajuntam-se,oîerobyk
que deus te coloque nas alturas como sua própria filha,t'e'i tupã nde moingóbo o aîyramo ybaté
"lembre-se já de seus destinos últimos, do fim de suas coisas","nde ma'enduar nde rekosykagûama, nde rekó pabagûama resé rá"
o que foi pão,miapepûera
você não me detesta,na xe reroŷrõî îepé
ajuntamento de araçás,arasá-tyba
menos ou menor que aquele,akûeîa gûyri nhote
eu caí de sono,xe ker-aparar
como seus discípulos procederam ao ver tratar assim seu senhor?,marãpe i boîá rekóû emonã o îara rerekó repîaka?
acusando uma mulher para seu marido,kunhã kuauká i mena supé
tiro-lhe a pele,aîpirok
"enfim, eu vou",rumby gûixóbo
tenho isso bem na minha cintura,xe ku'aî bé arekó
delato pessoas,aporokuaukar
"isso não seria possível enumerar, ainda que o sol se pusesse!","aîpó n'i papasabi, kûarasymo oîké îepémo!"
paguei isso,asepyme'eng
"detestando seu pecado, a transgressão da palavra de deus","o angaîpaba, tupã nhe'enga abŷagûera reroŷrõmo"
"do nada fez nossa alma, com sua palavra é que ele a fez","nama'eruã oîmonhang asé 'angamo, o nhe'enga pupé é i monhangi"
eu estava mesmo me esquecendo e não querendo omiti-lo,"xe resaraî é gûitekóbo, n'aseîá-potá ruã!"
"coisa muito boa é uma grande bebedeira, ficar vomitando cauim","mba'eeté ka'ugûasu, kaûĩ moîeby-îebyra"
nado,a'ytab
vou buscar água,a'ypîasó
aqui estamos para nos alegrar,kó oroîkó oronhemborypa
"eu tenho corcova, eu estou corcunda",xe kupeasur
como o confitente procede?,marãpe nhemombegûara rekóû?
eu sou gentil,xe abangatu
você abraçou alguma mulher?,ereîaîubãpe kunhã amõ?
"eu hei de mentir, dizendo isso",xe remo'em ká é aîpó ûi'îabo
"o verdadeiro filho de deus é, de fato, esse homem",tupã ra'yreté anhẽ ikó abá
ele é gostoso,sé
deseja ardentemente ver o nascimento de seu filho,o membyra 'arama osepîaka'ub
dou-lhe os filhos de pedro,aîta'y-me'eng pedro
as pedras ficaram se quebrando ao meio,itá oîeká-îeká o îopyterybo
homem ignorante,abá-tekokuabe'yma
"mata ótima, de boa madeira",ka'aeté
você atraiu alguma mulher para perto de seu próximo?,ereîmonharõpe kunhã amõ nde rapixara pyri?
nossa comida de cada dia dá hoje para nós,oré remi'u 'ara îabi'õndûara eîme'eng kori orébe
"são sebastião também, o que cuidava das guerras, destruiu os tamoios, os valentes","são sebastião abé, marana rerekoarûera, tamũîa, kyre'ymbagûera, omombab erimba'e"
hei de dar ova de peixe para você,t'ame'ẽne pirá ruba endébo
a descida dele,seroapy'ambaba
"ela tem pecados variados, estando a tremer","î angaîpá-pará-pará, oîemoryry-ryryîa"
eu tenho os buracos das orelhas perdidos,xe apysakûá-kanhem
"coisa muito boa é a confissão, como modo de impedir, também, sua ida para o inferno",mba'e-eté anhẽ nhemombe'u anhanga ratápe nde sorambûera morambûesabamono
minha alma fez feder a vida pecaminosa,xe 'anga omonem tekoangaîpaba
"dentro dessa igreja, maria cresceu",kó tupãoka pupé maria kakuabi
morro com virtude,aromanõ tekokatu
a cobra deixa sua própria vida ao pisarem sua cabeça,mboîa o ekobé reîari o akanga patukasagûerype
"os bem-aventurados e os santos no céu, que veem a deus, ultrapassam o número dos dias que o ano tem","marangatuba'e, santos ybakype, tupã repîakaretá, osasá 'ara ro'y remierekó papasaba"
"os temiminós de dia confessam seus pecados, somente",temiminõ 'arybo nhẽ oîmombe'u o angaîpá-mirĩ anhõ
já todos os tamoios foram,opá umã tamũîa sóû
"entrando nos seus antigos corpos, fazendo-os levantar imediatamente","ogûetepûera pupé oîkŷabo, i mopu'ama kûeîeténe"
enfileirei-os,aîmoysyrung
cacos de pedra,itá-pesembûera
eu a faço soar,aîmimby
"ainda mais nosso corpo sente saudades de sua alma, sua verdadeira companheira, a que o faz viver",memetipó îandé reté o irũeté o moingobesara o 'anga repîaka'upa
eis que também minhas muitas presas hei de dar algumas a você,kobé xe rembiaretá t'ame'ẽne amõ endébo
mesmo repetindo as palavras de alguém a gente transgride a palavra de deus?,abá nhe'enga poepyka tiruãpe asé tupã nhe'enga abyû?
você vê a variedade de coisas,esepîak tekó paraba
"caburé, vem correndo!","kaburé, îori enhana!"
os cristãos como uma unidade,i mongaraibypyretá oîepegûasu îasûá
"eia vocês, avante!",pe katunhẽ
confundindo esta aldeia,ikó taba apamonana
por acaso todos os que estavam ali ficaram a injuriá-lo?,opabenhẽ serã erimba'e a'epe tekoara iî a'o-îa'oû?
"de lá, dali",ûĩ suí
eu não sou medroso,na xe poropoûsubi
"nós devemos ir à dura guerra, cara a cara uns contra os outros?",t'îasó maranatãûãme o îoupé oîobaúpa?
"nossa companheira de guerras, causa de nossa bravura","îandé maranirũ, îandé abaîtéba"
"fiz ele estar como forro, alforriei-o",abaetéramo aîmoingó
"sol frio, ou seja, sol encoberto, tempo nublado",kûarasy-ro'y
eu lhe puxo o couro cabeludo,aî'apirabo'o
lembrando nós,îandé ma'enduaramo
"estava-se calando, não respondendo às palavras deles","opyk o'ama, i nhe'engobaîxûare'yma"
morador de pacatá,pakataygûara
"tem muito cauim, porventura, meu avô jaguaruna?",i kaûĩgûasu-pipó xe ramũîa îagûaruna?
eu não tenho boca cuidadosa,na xe îuruposykyîéî
o que te deixa nu,ikatupe nde moĩndara
"eia, que eu vá!",ene'ĩ t'asóne!
eu não me altero,na xe amarani
ponta de galho,sakãpyra
"um rapaz, não chegando aos catorze anos, não pode se casar com ninguém","kunumĩgûasu catorze ro'y resé i xyke'yma, nd'e'ikatuî abá resé omendá"
"palavras grosseiras, de zombaria",nhe'ẽ-memûã
"serão fedorentos, serão muito podres, corroídos por vermes e bernes","i nem-eté, i tuîuketé, tasoka, ura remimongûyamone"
enfileirei-o,asysyrung
vem para o meu lado!,eîori xe posé
por causa da estrela sua guardiã,îasytatá serekoarama resé
homem membrudo,abá-tubixaba
você meteu a mão nas partes erógenas de seu companheiro?,erepo'ẽpe nde rapixara rapupé resé?
a roupa daquele me atrai,xe momotar ahẽ aoba
"nessa igreja maria cresceu e, após a maturidade dela, deus entregou-a a são josé","kó tupãoka pupé maria kakuabi, i aûîé ré é tupã i me'engi são josé pé"
mostram-se a urdir mentiras,e'i mo'ema monhanga
"iam mulheres, discípulas dele, pranteando-o",osó kunhã semimbo'e-etá sapirõmo
e como alguém procederá encontrando aquilo que esqueceu?,a'epe marã abá rekóû a'e o esaraîagûera supé ogûasemane?
quem não reconheceria ter comido algo bom?,abámo mba'e-katu 'uagûera n'oîkuabi xûé?
eu brilho,xe rendy
"suas pajelanças, sua antiga crença nos pajés","i nhemopaîeagûera, i paîé rerobîaragûera"
"eu tenho boa fala, sou um bom falante",xe nhe'ẽngatu
diante deles passei,sobabo akûab
suas palavras ásperas não cessam,i nhe'engasy n'opabi
eu sou sábio,xe mba'ekugûab
"miolo, tutano de osso",kanga putu'uma
não mato,aîukae'ym
nós estamos amontoados,oré atyr
a mim também o flechado bastião me derrotou,xe abé iî ybõmbyrûera bastião xe moaûîé
eu quero presas nas pessoas de alguns bêbados,xe rembiá-potá sabeypora amõ resé
var de chapéu,akangaó-îepepira
"como você vê, eu sou muito forte, um diabo que domina as guerras","irõ, xe ratãngatu, anhanga maranyîara"
"eia, puxe-o enfim!",ne'ĩ sekyîa ko'yté!
"por que vocês, maíras e perós, ou seja, franceses e portugueses, vêm de tão longe procurar madeira para se aquecer?","""que veut dire que vous autres mairs et peros, c'est à dire françois et portugais, veniez de si loin querir du bois pour vous chauffer?"""
quem é? quem está aí?,abá-pipó?
cunha para fender lenha,îepe'a-mobokaba
fiz ela engravidar,aîmomburu'a
"sus, que ele vá!",ne'ĩ t'osó!
estou bem estabelecido,aĩngatu
"importuna-me muito, irritando-me muitíssimo, aquela lei nova","xe moaîu-marangatu, xe moŷrõ-etekatûabo, aîpó tekó-pysasu"
ai! guarda-te de me queimar!,akaî! teumẽ xe rapŷabo!
eis que sofrem muito os que deus repeliu,sasyeté niã tupã remipe'apûera
"verdadeiramente, eis aqui seu caminho, aquele que você procura",anheté kó nde rapé a'e nde remiekara
"por causa disso, agora amo meu senhor jesus","aîpoba'e ri, ko'y asaûsu xe îara îesu"
dentro de nosso coração colocando a sua lei,îandé py'a pupé sekó mondepa
sua excitação pelas coisas más,mba'e-poxy resé nde ara'a
fazendo você viver no meu coração,nde moingóbo xe py'ape
mas não é nossa pátria esta terra em que moramos?,n'asé retama ruã-tepe ikó yby asé rekoaba?
"destruiu outrora os tamoios, os valentes","tamũîa, kyre'ymbagûera, omombab erimba'e"
debaixo da pedra,itá gûyrype
"na noite em que ele estava como preso dos judeus, os cristãos não estavam felizes","putuna îudeus i pysykagûeramo sekóreme, cristãos rorybe'ymamo"
fiz todos eles de alvo,aîybõ-mbá
íngua de virilha,akó-a'ynha
o que eu como normalmente,xe remi'utyba
"e aí, meu aliado!",ne'ĩ xe atuasar
antigo jazigo,tupagûera
"são pedro puxou a espada, ferindo um amigo do chefe, chamado malco",s pedro itangapema osekyî morubixaba rembiaûsuba malko seryba'e apixapa
são vistos os cadáveres daqueles que mantêm sua incorruptibilidade três ou quatro anos após os enterrarem,sepîakypyra niã aîpoba'e re'ombûera o marane'yma rerekó mosapyr koîpó oîoirundyk seîxu ybŷá o tym'iré
"por se compadecer de mim, minha alma se fortalece","xe raûsubasápe, xe 'anga moteni"
o que é o único filho dele?,ta'yra oîepeba'e
sob a areia branca,ybyku'i-tinga gûyri
isso mesmo,ebokûeîba'e a'e
"ainda que me castigasse, eu falaria",aûîebé-temo xe nupãû anhe'engĩmo
para honrar a deus,tupã moeteagûama resé
lugar onde estará seu filho,nde membyra rendaûama
fiquei me apressando em ter sauiás,anhemoanhẽ-anhẽ saûîá reru-rerupa
ajuntamento de pedras,itá re'yîa
"doença superficial, indisposição, doença leve",mba'easy-aíba
"eis que sofrem muito, tendo sua vida envergonhada",sasyeté niã ogûekomara'ara reroína
"assim tratado, certamente fica bem, satisfazendo-se com o que o distingue","emonã serekopyra, rakó opytá-katu, o apysykamo o moingoeara ri"
"portanto, nós rezamos aos santos?",emonãnamope asé îeruréû santos-etá supé?
"você vituperou pelas costas a seu pai, a seu mestre?","ereîkupeanga'ope nde ruba, nde mbo'esara?"
reprimir o desejo de coisas más,mba'e-aí-potara renonhena
apenas não me matou,sa'ĩ xe îukae'ymi
minhas próprias coisas,xe mba'e teé
uma pessoa em vão enfia a mão em um recipiente de água benta,abá opo'ẽ tenhẽ 'y-karaíba ruru pupé
eu estou feliz por causa de sua ida,xe roryb nde só resé
minha lei é muito bela,xe rekó i porangeté
eu dei a meu pai,aîme'eng xe ruba pé
que tipo de coisa será que é isso?,marãba'ep'iã ri?
somos desiguais uns dos outros,oroîoaby
os que vêm do lado em que nasce o sol.,kûarasy sembaba koty suí ouryba'e
a gente faz ele ir em busca de padre também?,abaré abépe asé oîpiamondó?
dizendo que um canto de pássaro ou um urro de onça são agouros,gûyrá koîpó îagûara nhe'enga supé morangygûana o'îabo
"qual era, mesmo, o nome dele?",marã-takó ahẽ rera?
palmito de juçara,îeîsaru'ã
mostrando-o aos judeus,îudeus supé sepîakuká
o resgate da minha alma,xe 'anga repymondykaba
contigo sempre estamos,nde resé memẽ oroîkó
"nunca acaba de comer, não come fulano completamente as coisas",nd'o'u-apyî ahẽ mba'e
vem novamente para curá-los todos!,eîorino i mombûeîrá pá!
não são muitos os meus pecados,na setáî xe angaîpaba
"vagem seca, pronta para ser colhida",topé-tininga
hei de me aproximar muito dela para ver bem sua beleza.,aroby-katupe ká i porangepîá-katûabo
faremos o que ele fez,semimonhangûera îamonhangyne
são numerosos os que te procuram,se'yî nhẽ nde rekasara
hoje o matou,kori i îukáû
encalhei a canoa,aîmoîar ygara
eu sou mais que você,nde sosé ixé
o maldito não difere de uma arara,nd'oîabyî muru arara
"melhor que isso me seria, pois, morrer",i xosémo nã ky xe re'õ
eu tenho lágrimas gotejantes,xe resa'y-tykyr
na sua terra,nde retãme
por isso mesmo a gente o louva assim que o vê,nd'e'i te'e asé a'ereme i moetébo sepîaka bé
vim ainda agora,aîu ramõ
"eu, tatapitera, assim como meu grande fogo, inflamo os antigos ódios","xe, tatapytera, xe tatagûasu îabé, asapy nhemoŷrõmbûera"
"farinha puba, farinha d'água, ou seja, de mandioca curtida, que se espremia no tipiti e que se passava pela urupema",u'i-puba
fingindo fazer as pessoas viverem,oporomoingobé-mo'anga
canoa de junco.,piripiri-ygara
