source_text,target_text
"pronto, meu senhor, voei","irõ, xe îar, abebé"
mortandade de gente,mbaba
a mortandade da caça,so'o paba
ainda que eu já fosse,aûîebé-te xe só-umani
"piscaste para alguma, também?",eresapumimype amõ supéno?
se eu o mandasse,aîmondó-momo
"a noite toda não durmo, absolutamente",pysaré n'aker-angáî
"preocupam-se conosco, de costume, os nossos padrinhos?",onhemosaînãpe amẽ asé rerokara asé resé?
"mas tu brilhas mais que ele, iluminando-nos todos com tua virtude","nde-te ereberá i xosé, oré resapébo pá nde rekokatu pupé"
adversária da morte,te'õ rupîara nhẽ
"como a esses, matarei os que costumam pecar, fazendo-os cair comigo em meu fogo","anga îá, angaîpabora aîuká, xe ratápe sero'ane"
"taquari e tapera, que está diante dela, acreditam em mim","takûary, sobaîygûara, tapera, xe rerobîá"
a todos os homens ama para o bem deles,…opabĩ abá raûsubi i katurama resé
nomeia os muitos designativos de teu corpo para mim,esenõî nde reté renõîndabetá ixébe
afrouxei-o,aîmokanãî
sofrem a dor de não verem a deus,oîporará tupã repîake'yma rasy
"compadeceste-te deles por ocasião de sua doença, acendendo seu fogo, alimentando-os, procurando-lhes alimento?","eresaûsubarype i mba'easyreme, satá-á, i poîa, i poraká?"
por que deus os deu para a gente?,mba'erama resépe tupã i me'engi asébe?
ele é medianamente grande,turusu'ĩ
deixei de amá-lo,asaûsupo'ir
"caem algumas vezes os frutos de suas árvores, sendo ainda flores, outras vezes em seu estado verde, outras vezes caem após seu amadurecimento","okuî rakó amũme 'ybarambûera o 'yba suí 'ybotyramo oîkóbo bé, amõ rakó ogûakyra pupé i kuî, amõ rakó ogûaîub'iré i kuî"
o sol se eclipsa,kûarasy onhemoputun
ele está boquiaberto,i îurupukĩ ahẽ oîkóbo
a maldade de suas palavras,o nhe'enga poxŷagûera
ajuntamento de búzios,gûatapy-tyba
logo ao ouvir o nome dela eu me escondo em outra parte,serenduba rupibé amongoty xe nhemimi
"ao fustigar o sol a terra, eu vim","ara yby sokeme, xe ruri"
que se impeça esse meu futuro sofrimento,t'i rambûer iã xe remimborararama
"rapei-lhe o queixo, barbeei-o",asendybá-apin
a multidão de companheiros do provincial,pa'igûasu irũndyba
"confessam seus pecadilhos somente os que são muito grandes deixam-nos, escondendo-os do padre","oîmombe'u o angaîpá-mirĩ anhõ tubixabeté oseîá, abaré suí i mima"
este pajé ruim tem espírito protetor,supixûar ikó paîé-angaíba
nós temos muitas igrejas,oré tupãoketá
o que faz também um homem furtar alguma coisa,oîmomondarõba'e abé abá mba'e resé
por ocasião de um dia santo foste para longe?,tupãneme nhẽpe eresó kûepe?
eu estou lacrimejando,xe resa'y-sa'y
aparei-lhe o topete,asetobapy-etab
os pássaros eram relativamente poucos,gûyrá setapokang
estraguei-a,aîmoaikatu
eu tenho mestre,xe porombo'esar
filhos de quem eram esses?!,abá ra'yrape ûĩ?!
vou como teu substituto,asó nde rekobîaramo
aqueles serão os futuros habitantes do fundo de nosso fogo,aîpó îandé ratá gûyra porama
como seus discípulos procederam vendo tratar assim a seu senhor?,marãpe i boîá rekóû emonã o îara rerekó repîaka?
hei de ir obedecer a essas palavras,t'asó aîpó nhe'enga mopó
preparai-vos!,peîemosako'i!
"eis que também minhas presas hei de dar algumas para ti, para que quebres suas cabeças","kobé xe rembiaretá t'ame'ẽne amõ endébo, i akanga t'ereîoká"
chamo os homens,asenõî apŷabetá
imitando a queda das frutas maduras,ybá-'apuba kuîa ra'anga
o grão-sacerdote de nome caifás,morerekoara caifás seryba'e
"se o sol faz as pessoas terem muita sede, tanto mais estando no fogo as pessoas desejam beber","kûarasy abiã oporomo'y'useî-eté, memetaé tatápe oína abá o'useî-etéramo"
o oposto daqueles pecados,aîpó tekoangaîpaba robaîara
o oposto do comer demais é comer somente o suficiente,mba'e 'u-eté-eté robaîara oîá nhote mba'e 'u
mas livra-nos do mal!,oré pysyrõ-te mba'eaíba suí
ordenhei-a,aîkambyamĩ
dentro de nosso coração colocando sua lei,îandé py'a pupé sekó mondepa
eu tenho diarréia com sangue,xe reîkûarugûy
eu dou à luz,xe membyrar
a santa maria o pecado não chegou,santa maria resé tekopoxy nd'obasemi
"se tivesses vindo, já o teria matado","nde rurememo, aîuká umûãmo"
coisas que costuma sofrer,mba'e o emimboraratyba
que afastemos o diabo agora e para sempre,anhanga t'îaîpe'a ko'yr aûîeramanhẽ
"de fora, do lado da rua",okara koty
o limiar da porta,okena robapy
meu quinhão és tu!,xe potaba nde!
crês que o pajé ruim é o que tem o dom dos prodígios?,ererobîápe paîé-aíba mosangyîaramo sekó?
"comeste carne de caça, tendo farinha?",ere'upe so'o u'i rerekóbo nhẽpe?
podem casar-se um com o outro?,e'ikatupe o îoesé omendá?
mulher bondosa e estéril,kunhã-marangatu-membyre'yma
não sei se morrerei nesta noite que surgirá,n'aîkuabi ikó pytuna o'aba'erama pupé xe re'õnama
estiveste no roçado para plantar roça,ereîkó kopira resé kó tyma
ele é muito grosso,tubixabeté
homem coitadinho,abá-poreaûsubĩ
"apesar de que sejas rainha, apesar de que sejam muitos os teus servos, eu, não obstante, pesco para ti","reîamo ereîkó tenhẽ, setá tenhẽ nde boîá, xe-te t'oroporaká"
lancei-o no chão,aîmombor ybype
"matei-os muito, fiz matança",aîuká-matutenhẽ
contigo quero estar,nde irũnamo aîkó-potá
fiquei-o esfregando com gordura,aîkyty-kytyk mba'ekagûera pupé
eu sou paciente,xe putumuku
vamos comigo somente até nhoesembé,t'îasó xe irũnamo nhoesembépe nhote
"passaste a mão nas tuas pudendas, abrindo-as?","erepokokype nde rapopé resé, i pekábo?"
o que me cabe é tomar cauim,xe potaba kaûĩ rá
elas são grandes?,turusupe?
reconhecendo que tu és o seu próprio criador,o monhangaramo nde rekó kuapa
fundei uma aldeia,atabypyrung
pelas matas,ka'abo
"depois disso, hoje vamos quebrar as cabeças dos reis",a'e ré kori îasó tubixaba akanga kábo
tenho-o no meu pescoço,xe îuri arekó
um certo judeu velho mostrou o lugar em que ela fora enterrada,amõ îudeu-tuîba'e i tymagûera kuabe'engi
somente o domingo que está no meio dela,domingo anhõ i pytera rupi okûaba'e
algumas e poucas vezes,amõme nhõ
não,-nd'oîporaráî xûémop'asé mba'e amõ 'ara pupé oîkóbomo? - aani xûémo - não sofreria a gente coisa alguma vivendo no mundo?
tenho-te como meu filho,orogûerekó xe ra'yramo
acreditas em falsas oferendas ou em pajelanças?,ererobîápe îetanonga'uba koîpó karaimonhanga?
contaste a maldade de alguém?,ereîmombe'upe abá rekopoxŷagûera?
de mim comendo-as todas,xe suí i gûabo pá
farei todos pecarem de novo,aîmoangaîpá pá benhẽne
"dali, daquele lugar",ûĩinga suí
trato-o como se fosse meu filho,xe ra'yra berame'ĩ arekó
vais neste dia,eresó kó 'ara ri
"seu sangue era muito, no chão escorrendo",sugûy turusu ybype osyryka
"estou com muitos furos, estou esburacado",apu-puk
eis que grandemente a aflição oprime minha alma,naetenhẽ ã tekotebẽ xe 'anga apypyki
"hei de ir cumprir essas palavras, juntando muitos dos meus servos","t'asó aîpó nhe'enga mopó, xe boîá reŷnhangetábo"
que ele não esteja pelas ocas a agitar nossas almas,t'oîkó umẽ oka rupi oré 'anga monguébo
eu tenho muitos,xe retá
eu não tenho com que bater,na xe pûasabi
tem tu compaixão de nós durante nossa vida,oré raûsubá îepé oré rekobé pukuî
"dançaram a noite toda, fazendo feitiçarias, antes de irem para o inferno","oporaseî pysaré, oîemopaîeangaípa, tatápe o só îanondé"
não seremos miseráveis,nd'oré poreaûsubi xûéne
essas não conhecem o pecado,eboinga tekoaíba nd'oîkuabi
"tomaste remédio, não querendo ficar grávida?",ereposangu'upe nde puru'a-potare'ymamo?
entisnei o rosto dele,asobaún
"tu queres ser mau hás de ir, pois, para teu fogo",nde poxy-potar-a'ub t'eresó rõ nde ratápe
pedro é maior que tu,peró turusu-eté nde suí
ali ias por ocasião dos feriados,a'epe 'aretéreme eresó
sigo-lhe o rastro,asakypûemomosem
desceu para o meio da terra,ogûeîyb yby apyterype
pintaste-te a boca para sorrir para os homens?,"ereîeîuru-mopiningype, abá supé epukamirĩamo?"
estou de acordo com ele,supi nhẽ aîkó
eu estou faminto,xe ambyasy
eu estou estirado,aîepysó gûitupa
não desobedecem nem um pouco os que moram no céu à vontade de deus?,n'oîmomarã-mirĩ-angáîpe ybakygûara tupã remimotara?
eu chorei até ficar com olhos avermelhados,xe resaapytãpytang
"vinde, levai os malditos, erguendo-os, para sapecá-los em nosso fogo, tostando-os bem","peîori, perasó muru, supi, îandé ratápe sapeka, saîmbé-katûabo"
"finquei-me, fiz pé firme",aîeatyká
mandaste tua esposa ir em busca de mulheres?,ereîopûaîpe nde remirekó kunhã resé?
o batizado,i moîasukypyra
"fi-lo aos trancos, fi-lo confusamente",aîapixosok
"não tem limite, não tem fim","n'i sykabi, n'i papabi"
"não é à toa, certamente, que, agora, todos os que te amavam ele liberta de ti","nd'e'i te'e, ipó, ko'y opá nde raûsuparûera pysyrõmo nde suí"
"esse, somente, é de fato teu nome?",aîpó nhõ-pipó nde rera?
"vem, para que recebas a lei deles","îori, t'ereîá sekó"
"logo, decerto, passarás no lugar em que moro",koromõ ipó eregûatá xe rekoápe
amamentando seu neném,i pitangĩ mokambûabo
para nosso encorajamento,asé mopyatãgûama resé
para deus nos encorajar contra o diabo,anhanga supé tupã asé mopyatãgûama resé
"assim, desta maneira, na verdade, a gente subirá para o céu, após lançar fora seu grande peso","nandé rakó asé îeupiri ybakypene, o posyîusu reîtyk'iré"
"antes que ela saiba, vamos para levar os malditos","i kuab'e'ymebé, îasó muru rerasóbo"
sentir o toque nas coisas,mba'e resé mokoka anduba
"por isso mesmo, a pessoa que deseja a virtude mirra-se de corpo",nd'e'i te'e abá tekokatu potasara gûo'opore'yma
eu sou rugoso,xe akaraxixã
escabelei-o,aî'abo'o-bo'o
instrumento de fender lenha,îepe'a-mobokaba
"são um único e mesmo deus esse deus-pai, deus-filho e deus-espírito santo?","oîepé tupã memẽpe a'e tupã-tuba, tupã-ta'yra, tupã-espírito santo?"
estou menstruada,aîkoaíb
pertinho certamente ele está,mbypeteĩ ipó ahẽ rekóû
"portanto, essa é a primeira finalidade de se aspergir a gente com água benta",irõ aîpó 'y-karaíba pupé asé îeepyîtabypy
baixo conversemos para que não o percebam os índios,mbegûé îaîomongetá t'onhandu umẽ abá
às costas,aseî
hei de contar os pecados deles,t'aîpapáne i angaîpaba
e o escravo não obedecerá às palavras de seu senhor?,a'epe miaûsuba n'osapîari xûé o îara nhe'engane?
"ai, quem me dera ir com ele hoje!",asó temõ kori ahẽ irũmo mã!
a mim também o flechado bastião derrotou-me não existe mais minha antiga bravura,xe abé iî ybõmbyrûera bastião xe moaûîé n'i tybi xe abaetepûera
"com uma lança de ferro espetou seu flanco, estourando suas entranhas","itamina pupé iî yké kutuki, i nhy'ã moboka"
"que possa nossa alma crer nele, anunciando-o todos os dias",t'e'ikatu oré 'anga serobîá i mombegûabo 'aré-'arebo
"ó! isso não seria possível contar, ainda que o sol se pusesse!","tó! aîpó n'i papasabi, kûarasymo oîké îepémo!"
no fundo da água,y pype
a bondade de sua vida em mim se fortaleça,sekopûera angaturama xe resé t'oîeratã
fiz-lhe cócegas,aîmokyxyk
"eia, hei de ir contigo!",ne'ĩ t'asó nde irũmo!
"os habitantes do céu afligiram-se, vendo-o humilhar-se",ybakygûara onhemoputupab i nhemomoreaûsuba repîaka
passamos uns atrás dos outros,orokûakeó
santificando-se na pia batismal,moromoîasukaba pupé onhemongaraípa
"querendo devorar suas almas, a noite toda não dormi, absolutamente",i 'anga 'u-potá é pysaré n'aker-angáî
"o que, dizendo em vão ""-eis que é assim, por deus"", não o cumpre","i pore'ymba'e ""-emonã kó tupã resé"" o'îabo tenhẽ"
açoutei-lhe o irmão,aîtyby-nupã
ele dorme não o acordes!,okerĩ nd'eremombaki!
var de peneira,urupẽ-mby'i
pus-me as trouxas no panacu,anhepanakũ-nhang
fiquei falando em favor dele,asepy-sepyk
"no meio do caminho, meninos assaltaram-me mesquinhamente","pé ku'ape, kunumĩ pu'ama'ubi xe ri"
socorri-o,asepenhan
nasceu para nós hoje,- o'a îandébo kori
torci-me a mão,aîepó-mongaraû
como modo de fazer voltar em si a virtude,tekokatu reroîebysabamo
minha pele tem titinga,xe tĩ-titing - meu nariz tem titinga xe py-titing - meus pés têm titinga xe pi-titing
como se fosse aquele que não morrerá,akó omanõba'erame'yma berame'ĩ
"o que é comum é aquela mulher espedaçar nossas cabeças, ficando a derrubar-nos",sekoaba'e kûé kunhã oré akanga i apiti oré moapará-pará
ele há de morrer!,t'omanõ ká!
renderam-se os oponentes,i aûîé mu'amarûera
a descida dele,seroapy'ambaba
eu estou muito arrepiado,xe pita'i-ta'i
emergi como que do fundo,ypy suí berame'ĩ abur
por isso mesmo todos os homens emagrecerão,nd'e'i te'e opá abá angaîbaramo-ne
"eis que sobre o capim ele está deitado, no lugar de comer da vaca","kapi'ĩ sosé kó tuî, tapi'irusu karuápe"
faze-nos tu viver,oré moingobé îepé
"por conhecê-lo, agora amo-o","a'e kuapápe, ko'y asaûsu"
não durei,nd'aîkopukuî
"e não confessando ser parente, de fato, de seu marido ou de sua esposa, que acontece?","a'epe o mena koîpó o emirekó mũetéramo sekó mombe'ue'yma, marã?"
por longo espaço de tempo ele se deteve,ymûanĩ ahẽ rekóû
"batizou-me, verdadeiramente, o padre",xe reroketé pa'i
eu estou muito melancólico,xe pytubarusu
"portanto, eu vim","emonãnamo, xe ruri"
estiraram-no sobre a cruz,oîpysó ybyraîoasaba 'arybo
"por isso mesmo eles estão felizes, pela permanência dele junto à casa de deus","nd'e'i te'e og orybamo, tupãó-pyri i pytasagûera resé"
atiro-a,asa'ang
adoeci com ele,aromara'ar
faz-me sair sempre da aldeia o padre,xe mosẽ memẽ taba suí abaré
não te denunciarei,nd'oromombe'uî xóne
fazendo sair de tua alma o que havia no teu paganismo,nde nhemongaraibe'yma pupé oîkoba'e mosema nde 'anga suí
deixaste de ouvir a missa?,ereîmopanemype missa renduba?
mas ele não era deus?,na tupã ruã-tepe a'e?
quantos são esses deuses?,mobype a'e tupã?
"acredita, meu padrinho, hão de te apresar hoje","erobîá, xe rubangaba, ta nde moembiá kori"
interesse pela lei de deus,tupã rekó resé nhemoryryîa
eu sou ligeiro de mãos,xe poapyî
que vá guaixará para o fogo!,gûaîxará t'osó tatápe!
"sofreu, suportando o fogo, tendo alegria após sua morte","sosang, tatá porarábo, o manõ riré toryba rerekóbo"
igualmente guarda vossa terra,oîoîá osarõ nhẽ pe retama
"pois, se um homem guarda seu próprio filho, quanto mais deus compadecer-se-á de nós","abá abiã é o a'yra ogûerekó-katu, memetipó tupã asé raûsubáne"
"da mesma forma, a morte também entrou como componente deste mundo",te'õ abé reîkéû ikó 'ara poramo oîá
"por isso mesmo deus te repeliu, desde então o fogo para sempre queimando-te","nd'e'i te'e tupã nde pe'abo, a'epûerype tatá aûîerama nde rapŷabo"
"o que é totalmente conhecido, coisa notória por fama",i kugûabypypabẽ
eu estou muito empanturrado,xe rebykatãgûasu
estavam felizes ao ver-me,sory-katu xe repîaka
lembrando nós,îandé ma'enduaramo
"em dois dias e no tempo de se fazer o terceiro, voltou a viver",ara mokõî i momosapysaba pupé o ekobeîebyri
eles se consolam muitíssimo,i apysy-katueté
hei de ir tocar tuas pálpebras,t'asóne nde ropé syka
"homem apessoado, gentil-homem",abá-matuetegûasu
"estando doente, de verdade, não a ouviste, ou sendo preguiçoso?",nde mba'easyramo épe nd'eresendubi koîpó nde ate'ymamo nhẽ?
"eu tenho fôlego apressado, eu tenho muito fôlego",xe pytubapûan
"meu ex-marido há de ser certamente, o finado piracaém","xe mendûera ipó re'ĩ, piraka'ẽ amyrĩ!"
"vem para me fazer regozijar, dando tua boa lei","îori xe moîekosupa, nde rekokatu me'enga"
não se afligem por nada,n'oîkotebẽî ma'e amõ resé
censuram? quem?,oporakakab? abá?
"minha nação, outrora, estava de acordo com a cultura primeira","xe anama, erimba'e, tekó-ypyramo sekóû"
"ando despido, vivo despido",ikatupe aîkó
vêm em vão para me afastar,oú tenhẽ xe pe'abo
para bem pagarmos nós a transgressão da palavra de deus,tupã nhe'engabŷagûera îandé i moepykatûagûama resé
não temos a ver com isso,nd'oroîkóî aîpó resé
não doutro modo eles me combaterão,na marandé ruã i pokoki xe rine
tu te alegras quando um homem apalpa teus seios?,nde rorype nde kama abá sungáreme?
após tocar em seu segundo cônjuge,i mendá-mokõîa resé i byk'iré
antes de sua velhice,o tunhãba'e e'ymebé
"são maus estes teus servos, não me tratam bem","i angaîpá kó nde boîá, na xe rerekó-katuî"
fulano está muito atrás de mim,xe resé-katu ahẽ rekóû
"o homem desanima, sem mais, de comer também",omanõaibí abá o mba'e gûápe bé
"eia, roga por nossa virtude!",katunhẽ eîerurébo oré katûagûama ri
"seus antigos companheiros, então, em troca de cauim dei aos índios","irũmbûera, akûeîmebé, kaûĩ repyrama ri aîme'eng abá supé"
arranca-te o nome para que sejas muito famoso,eîerok ta nde rerapûãngatu
sob tuas mãos estamos,nde pó gûyrype oroîkó
"que a maria alegremos, a lei do diabo repelindo","maria t'îambory, anhanga rekó reîyîa"
enaltecendo vossos antigos pecados,pe rekopoxypûera momoranga
"eia, afasta-me depressa!",ne'ĩ taûîé xe reîyîa!
"tempo, lugar, instrumento, causa, modo, companhia, etc de matar",îukasaba
"o que escurece roupas, o tintureiro",aó-moundara
mas me esconde tu dele!,xe mĩ-te îepé i xuí!
a cada dez dar um como quinhão de deus,opá kó mbó îabi'õ moîepé me'enga tupã potabamo
"a gente confessa totalmente, de costume, seus próprios pecados?",oîmombe'u pakatupe amẽ asé o angaîpagûera?
não o deixes afastar daqui minha morada,eseîyî-ukar umẽ iké suí xe retama
"segundo seu costume, certamente deus perdoará a ti, afinal",o poekûabo ipó tupã nhyrõnamo ndebe ko'yténe
"que coisas, pois, hoje eu fiz?",marã-marã-pakó îeí xe rekóû?
nossa comida de cada dia dá hoje para nós,oré remi'u 'ara îabi'õndûara eîme'eng kori orébe
como se eu fosse,xe só îarameté
as namoradas me amavam,kunhã'yba xe raûsu
está muito desfigurado meu rosto,i te i té xe robá
"não vitupereis as pessoas, ó meus filhos, para que tenhais seus bens","pe poroanga'o umẽ, xe ra'yr-y gûé, ta perekó i mba'e"
"eu tenho bom abrigo, eu estou bem abrigado","xe 'ang - eu tenho abrigo, eu estou abrigado xe 'ãngatu"
eu sou mal-encarado,xe resakûarasy
"que conheça o caminho do céu, obra de deus","t'oîkuab ybaka piara, tupana remimonhanga"
espero-o no seu caminho,asapearõ
aparei-o,asembe'y-kytĩ
temos coisas comuns,îarekó o îomba'e
é o suficiente?,aûîé ruãpe?
"espera, eu hei de ir primeiro","eambé, xe ranhẽ t'akûáne"
lançaste algum menino sobre ti por desejo sensual?,ereîtykype kunumĩ amõ nde 'arybo moropotara suí?
"um rapaz, não chegando aos catorze anos, não pode casar-se com ninguém","kunumĩgûasu catorze ro'y resé i xyke'yma, nd'e'ikatuî abá resé omendá"
igualmente a morte está entre os moços e entre os velhos,oîoîá te'õ rekóû kunumĩgûasu suí tuîba'e suí bé
"daí, desse lugar",ebanõîa suí
pus-lhe enfeites no rosto,asobá-posanong
como modo de espantar o diabo,anhanga mondyîtabamo
dançaram a noite toda,oporaseî pysaré
eis que este é discípulo de jesus,iesus boîá ã ikó
o que perseguiu o cão de seu próximo,o apixara reîmbaba îagûara remimomosẽgûera
"sim, eis aqui também minhas garras, meu rabo comprido, meus ganchos","îé, kó bé xe pûapẽ, xe rûaîpuku, xe tyãîa"
pilei-lhe as taipas,aîybysosok
perguntou novamente a eles nosso senhor?,oporandu benhẽpe îandé îara i xupé?
guarda-te de abandonar tua obra,teumẽ nde rekó mote'ebo
quantos são os mandamentos dele à gente?,mobype a'e asé rekomonhangaba?
oxalá chegasse então,temone a'ereme osykamo
neném compadecedor,pitangĩ-moraûsubara
eu sou curvadinho,xe aparĩ
"não há ali choro, não há doença, não há fome, sede também não há","n'i tybi a'epe îase'o, mba'easy n'i tybi, n'i tybi ambyasy, 'useîa bé n'i tybi"
enfeitei-me,anhemongatyrõ
"por quê vocês, maíras e perós, quer dizer, franceses e portugueses, vêm de tão longe procurar madeira para se aquecerem?","""que veut dire que vous autres mairs et peros, c'est à dire françois et portugais, veniez de si loin querir du bois pour vous chauffer?"""
foste traidor de tua esposa?,eremondarõpe nde remirekó suí?
mexi-as,aîapamonan
"acarretar, acarrear",eru-erur
"por isso mesmo é que, em seus corações ficando a refletir, desafiam muito a deus","nd'ei te'e, o py'a pupé oîemongetá-ngetábo, tupã momburukatûabo"
deixa que eu vá para tentá-los,t'asó sa'anga tenhẽ
fizeste sexo com uma mulher com alguém observando-o?,ereîkópe kunhã resé abá remiandubamo?
"mingau grosso, massa",apytaîyka
o que eu ensinei,xe remimbo'epûera
vieste do céu,ybaka suí ereîur
toma mais outro,eîar-y bé amõ
"tentastes em vão, por pouco tempo, não dormir perto de mim",pesa'ang îepé korite'ĩ nhõte xe pyri pekere'yma
ele o faz em muito tempo,e'i ymuanĩ ahẽ i monhanga
segundo a vontade de deus,tupã remimotara rupi
"assassinaste gente após acabar a guerra, matando prisioneiros?","ereporapitipe marana pab'iré, mbiarûera nhẽ îukábo?"
há algum homem na condição de seu substituto?,oîkobépe amõ abá sekobîaramo?
"em reparação disso, mudaste-te de aldeia","sepyápe, ereîakasó"
eu sou aleijado,xe apar
"mandando fazê-los embarcar numa arca de madeira, semelhante a um navio","ybyrá karamemûã, ygarusu nungara pupé, i mo'aruká"
mas quando a gente se benzerá?,marãneme-tepe asé îobasabine?
o doente que está ao teu lado,mba'easybora nde kotypendûara
vasilha de sal,îukyruru
que fazes?,marãpe ereîkó?
entrando em tua casa,nde rokype oîkébo
morcegão voador,andyragûasu-bebé
tendo saudades de tua face,nde robá repîaka'upa
hei de dar ovas de peixe para ti,t'ame'ẽne pirá ruba endébo
eu tenho peçonha,xe tegûam
"ah, que bom seria a morte do fulano por aí!",marãîasûaramo ahẽ kûepe se'õ mã!
eu sou peçonhento,xe ranhasy
"escaparão futuramente os animais de caça, os pássaros, os peixes, as matas?","okûabépe irã so'o, gûyrá, pirá, ka'a?"
apoiamo-nos em ti,oroîekok nde resé
não me detestam as prostitutas,na xe reroŷrõî sygûaraîybora
o desejo sensual aumentou teus olhos?,moropotara nde resá moîo'arype?
"no final de minha fala, ele falou",xe nhe'enga apyrûerype ahẽ nhe'engi
saca,aîogûasu
meu pensamento,xe 'anga
fiz-lhe uma gaiola,asuru-monhang
"vinde, para vos voltar para deus, levando-o convosco em vossos corações","peîori, pebaka tupã koty, pe py'a pupé serupa"
oprime-nos o coração,oré py'a-pyk
"eu sou um mísero índio, de fato",xe abá-aibĩ anhẽ
tornou-te mais formosa que ela,nde moaysó-eté i xuí
desemporcalhei-o,aseîkûaru'umbok
eu tenho covinhas,xe pygûaî
sossegai longe de mim senão vos queimo,penhemongatu mamõ xe suí n'opoapyî
embrulhei-o,aîapugûar
"embora eles fossem obra d'ele, alguns anjos tornaram-se maus","aûîeté a'e semimonhangûera, karaibebé amõ amõ oîemoangaîpab"
linha grossa de pescar,pindasã-pokuruba
culpei-o falsamente,asenõî tenhẽ
ai! queima-me deus!,erĩ! xe rapy tupã!
moro com pedro,kó taba pupé aîkó - moro nesta aldeia aîkó iké xe roka pupé - moro aqui em minha casa aîkó pero irũnamo
confio muito em mim mesmo,aîerobîá-katu xe îoesé
calei a boca dele,aîîuru-pyk
desobedeci a ele,aîmoabangab
esse fez aquele céu que vemos,kó a'e ybaka îandé remiepîakûama oîmonhang
eu sou um homem soberbo,abá-porerobîare'yma ixé
longamente nosso pai primeiro esteve chorando,ipuku erimba'e îandé rubypy rekóû îase'o-monhanga
por que ele vive tendo coisas boas mais que eu?,marãmo ahẽ rekóû o mba'e-katuramo xe suí?
"transgridem, certamente, algumas vezes, somente",oîaby ipó amõme é
"não em vão deus disse isso, não dizendo ""- pode ser""","nd'e'i te'e tupã aîpó o'îabo ""re'ĩ"" o'eyma"
bico de pássaro fora do corpo,tĩmbûera
forno para potes,kamusi rapŷaba
a que é alforriada,i mokunhãmbyra
para a coutada do rei ele foi para cortar madeira,morubixaba ybyragûype ahẽ sóû ybyrá-'apa
preferiam outrora as pessoas que as matassem?,oîpotarĩ-p'amẽ abá erimba'e o îuká?
"ao longo do caminho, todo o caminho",pé pukuî
veio das alturas,ybaté suí oú
eu sou sensível,xe mba'emoasyîá
eu sou comilão,xe karu
vai à fonte,kûãî 'ype
"como a esses, matarei os que costumam pecar","anga îá, angaîpabora aîuká"
"arrependendo-se de seus pecados, deplorando-os","o angaîpaba moasŷabo, seroîasegûabo"
fiquei-o esfregando com gordura,aîkyty-kytyk mba'e-kagûera pupé
abusaste de alguma criança no seu sono?,ereîapyaípe pitanga amõ i kerype?
"alegrai-vos, meus filhos, por minha causa","pe rory, xe ra'yretá, xe ri"
estou à parte,aindé
piorei muito de meu grande pecado,aîerekoaíbeté xe angaîpá-katu suí
"nossa comida, a que é de cada dia, dá hoje para nós",oré remi'u 'ara îabi'õndûara eîme'eng kori orébe
que índios são esses?,mba'e apŷabap'aîpó?
que ele me leve para seu lugar de felicidade,ta xe rerasó og orypápe
fi-lo ter vontade de comer,aîmoîurué
que sejais futuramente os que terão a verdadeira felicidade na nossa terra prometida,ta peîkó irã mba'ekatu-eté rerekoaramo îandé retãme'engápe
começando a pronunciá-lo,sa'ang-ypŷabo
eis que ides ides,pesó ûĩ
outra coisa,mba'e-aé
a vista dele,sepîaka
quem não reconheceria ter comido algo bom?,abámo mba'e-katu 'uagûera n'oîkuabi xûé?
"isso nosso senhor impede, repelindo-o das pessoas","anga îandé îara oîmoabaíb, morosuí i mondóbo"
o que não repete seus antigos pecados,o angaîpagûera reroîebysare'yma
hei de irritar os malditos,"""aîrarõpe muru ká"
eia!,ne'ĩ ne'ĩ!
cortei-lhe o prepúcio,aî'amopikytĩ
a união à nossa carne,îandé ro'o resé îese'aragûera
vou para mandar fazer farinha,asó u'i pûaîa
faz-te subir consigo hoje,nde reroîeupi kori
nem por isso eu vou para longe,naroîaî mamõ xe sóû
"meu clítoris, meu tamatiá",xe ramati'ã
"ah, sim! ah, já entendi!",tó eẽ
"e os rapazes que perseguem mulheres, querendo escravas bem nas casas de cristãos?","a'epe kunumĩgûasu kunhã oîmomosemba'e, miaûsuba potá nhẽ karaibokype-katu?"
remédio que é a causa da cura de nossa alma,mosanga asé 'anga mombûerasaba
entregando-me à morte tu me beijas o rosto,te'õ supé xe me'enga xe robá-pyter îepé
olha para nós!,ema'ẽ oré resé!
"ao comer junto dos seus discípulos, o pão devolveu como seu corpo kapi'ĩ sosé kó tuî, tapi'irusu karûápe - eis que sobre o capim ele está deitado, no lugar em que a vaca come","gûemimbo'e pyri o karûápe, miapé moîebyû gûetéramo"
aceitaste suas palavras ao dar ordens a ti para alguma coisa boa?,ereîmorype i nhe'enga mba'e-katu resé nde pûaîme?
homem covarde,abá-ekoetee'yma
lenitivo de minha fome,xe ambyasy posanga
comemoramos seu nascimento,i 'aragûera îaîmoeté
vagem cheia,topé-pungá
eu sou fujão,xe kanhemixûer
"tão logo ouvindo o teu nome, o diabo está tremendo","nde rera rendupa abé, anhanga ryryî okûapa"
parece que é ele,a'e îasûar
"vem para arrancar logo, de dentro dela, o tinhoso","îori sekyîa taûîé, i py suí, serubu"
mataste?,ereîukápe?
"ah, que bom seria se eu tivesse ido ontem!",marãîasûaramo xe sóû kûesé mã!
pelei-lhe a testa,asobabo'o
que transformou outrora em mundo?,mba'epe erimba'e oîmonhang 'aramo?
cortei seus nervos,aîpytasã-mondok
afligiu-o muito,oîmomboreaûsu-katu
em mim confiam,xe resé oîerobîá
